Kecamatan,Kamar Tidur,Kamar Mandi,Luas Tanah (m²),Luas Bangunan (m²),Sertifikat,Daya Listrik (watt),Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Hadap,Terjangkau Internet,Lebar Jalan (m),Sumber Air,Hook,Kondisi Properti,Aksesibilitas,NJOP (Rp/m²),Tingkat Keamanan,Sewa per Bulan (Rp),Jenis Zona
Jambangan,10,8,332,192,AJB,1800,0,4,Semi-Furnished,2,Barat,Tidak,14,Air Tanah,Ya,Baru,Dekat Pusat Kota,410324,10,89800000,Komersial
Jambangan,2,4,1160,1218,AJB,8800,0,0,Unfurnished,2,Barat,Tidak,4,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,412706,10,230700000,Campuran
Jambangan,8,8,934,1120,AJB,13200,4,0,Semi-Furnished,2,Barat,Ya,6,Sumur,Ya,Bagus,Dekat Sekolah,441768,10,463600000,Campuran
Jambangan,6,2,1094,362,AJB,4400,2,2,Semi-Furnished,6,Utara,Tidak,20,PDAM,Ya,Baru,Dekat Sekolah,425434,10,144000000,Perumahan
Jambangan,8,6,88,94,HGB,2600,0,4,Unfurnished,6,Barat,Ya,8,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,368508,6,24300000,Campuran
Jambangan,12,2,570,362,HGB,4400,4,4,Semi-Furnished,6,Utara,Ya,12,Sumur,Tidak,Bagus,Dekat Pusat Kota,418534,10,167700000,Campuran
Jambangan,12,2,1192,1318,AJB,8800,4,0,Furnished,2,Selatan,Tidak,6,Sumur,Ya,Baru,Dekat Pusat Kota,419576,10,1094200000,Komersial
Jambangan,4,6,148,94,HGB,2600,0,2,Unfurnished,6,Barat,Tidak,14,Air Tanah,Tidak,Bagus,Dekat Pusat Kota,414868,6,22200000,Perumahan
Jambangan,4,8,466,84,AJB,2600,0,2,Furnished,6,Timur,Tidak,12,PDAM,Tidak,Baru,Dekat Jalan Raya,373074,6,38400000,Campuran
Jambangan,10,8,290,344,SHM,4400,2,2,Semi-Furnished,2,Utara,Tidak,14,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,418302,10,109300000,Campuran
Jambangan,8,4,980,244,SHM,2600,2,0,Semi-Furnished,2,Timur,Ya,6,Sumur,Tidak,Bagus,Dekat Pusat Kota,421526,8,83200000,Perumahan
Jambangan,12,4,800,702,HGB,4400,0,4,Furnished,4,Selatan,Tidak,12,PDAM,Ya,Baru,Dekat Sekolah,398062,10,416700000,Campuran
Jambangan,8,4,454,538,AJB,8800,0,0,Semi-Furnished,2,Selatan,Tidak,12,Sumur,Tidak,Baru,Dekat Sekolah,431422,10,172700000,Perumahan
Jambangan,10,4,362,166,AJB,1800,2,0,Unfurnished,6,Barat,Tidak,18,Air Tanah,Ya,Baru,Dekat Jalan Raya,386772,10,69400000,Perumahan
Jambangan,12,4,112,140,HGB,2600,0,0,Semi-Furnished,2,Barat,Tidak,18,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,375184,8,29300000,Campuran
Jambangan,12,8,386,522,HGB,4400,2,4,Furnished,2,Utara,Tidak,22,Sumur,Ya,Baru,Dekat Jalan Raya,414358,10,276200000,Komersial
Jambangan,6,8,378,266,AJB,4400,2,2,Unfurnished,2,Utara,Ya,8,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,378330,8,40800000,Campuran
Karangpilang,2,2,198,364,HGB,4400,0,2,Furnished,2,Selatan,Ya,18,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,350486,8,51800000,Perumahan
Karangpilang,10,8,484,302,SHM,4400,0,4,Unfurnished,6,Selatan,Ya,4,PDAM,Tidak,Baru,Dekat Sekolah,397368,8,164200000,Komersial
Karangpilang,8,6,530,680,HGB,7000,4,0,Semi-Furnished,4,Selatan,Ya,10,Sumur,Ya,Bagus,Dekat Pusat Kota,391342,10,289900000,Komersial
Karangpilang,4,8,440,462,SHM,4400,2,4,Semi-Furnished,2,Utara,Ya,22,Sumur,Tidak,Baru,Dekat Pusat Kota,418208,10,185100000,Komersial
Karangpilang,12,4,84,174,AJB,2600,4,2,Unfurnished,4,Barat,Ya,14,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,389406,6,32100000,Perumahan
Karangpilang,4,4,164,240,AJB,4400,4,0,Semi-Furnished,2,Barat,Ya,12,PDAM,Ya,Bagus,Dekat Sekolah,340686,8,46500000,Campuran
Karangpilang,8,8,1126,446,AJB,7000,2,4,Semi-Furnished,6,Selatan,Ya,12,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,351412,10,161800000,Campuran
Karangpilang,8,8,902,434,AJB,8800,2,4,Unfurnished,2,Selatan,Tidak,6,Air Tanah,Tidak,Bagus,Dekat Jalan Raya,419392,8,140600000,Perumahan
Karangpilang,6,6,998,538,HGB,8800,0,0,Semi-Furnished,2,Utara,Tidak,18,Sumur,Ya,Baru,Dekat Jalan Raya,352058,10,226700000,Komersial
Karangpilang,8,8,782,196,AJB,1800,2,2,Semi-Furnished,2,Barat,Ya,22,PDAM,Ya,Baru,Dekat Pusat Kota,394210,10,67700000,Perumahan
Karangpilang,2,4,664,204,HGB,2600,2,0,Furnished,6,Barat,Ya,18,Air Tanah,Ya,Baru,Dekat Jalan Raya,354218,10,63300000,Perumahan
Karangpilang,4,6,578,376,SHM,2600,2,2,Semi-Furnished,2,Selatan,Tidak,14,PDAM,Tidak,Baru,Dekat Pusat Kota,407244,10,100700000,Perumahan
Karangpilang,6,8,480,566,SHM,7000,0,0,Unfurnished,4,Timur,Ya,14,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,368752,10,147600000,Perumahan
Karangpilang,6,6,808,448,AJB,8800,2,4,Unfurnished,6,Utara,Tidak,10,PDAM,Ya,Bagus,Dekat Jalan Raya,355864,10,141100000,Campuran
Karangpilang,8,2,438,256,SHM,2600,4,4,Semi-Furnished,4,Timur,Tidak,24,PDAM,Ya,Butuh Renovasi,Dekat Pusat Kota,368764,10,64000000,Komersial
Karangpilang,8,2,106,282,SHM,2600,0,4,Semi-Furnished,2,Timur,Ya,14,PDAM,Tidak,Bagus,Dekat Jalan Raya,410088,8,83100000,Komersial
Karangpilang,10,2,300,146,SHM,2600,2,2,Unfurnished,4,Timur,Ya,12,PDAM,Ya,Butuh Renovasi,Dekat Sekolah,361212,6,36600000,Komersial
Karangpilang,10,8,1156,678,AJB,4400,0,0,Semi-Furnished,6,Selatan,Tidak,6,Sumur,Tidak,Baru,Dekat Sekolah,372842,10,452500000,Perumahan
Karangpilang,6,6,834,292,AJB,4400,4,4,Semi-Furnished,2,Barat,Tidak,12,PDAM,Ya,Bagus,Dekat Jalan Raya,403150,10,70700000,Perumahan
Karangpilang,4,8,970,866,HGB,8800,2,0,Furnished,4,Utara,Tidak,4,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,382658,10,263000000,Perumahan
Karangpilang,10,2,306,240,SHM,4400,0,2,Furnished,6,Barat,Tidak,12,PDAM,Tidak,Bagus,Dekat Sekolah,398678,8,116400000,Komersial
Karangpilang,10,2,462,280,AJB,4400,0,4,Unfurnished,6,Utara,Ya,14,PDAM,Ya,Bagus,Dekat Pusat Kota,359676,10,98900000,Perumahan
Karangpilang,8,6,752,840,SHM,8800,0,2,Unfurnished,2,Selatan,Tidak,12,Sumur,Ya,Baru,Dekat Sekolah,429400,8,326100000,Campuran
Karangpilang,8,4,1036,480,SHM,4400,4,4,Furnished,6,Barat,Tidak,12,Sumur,Tidak,Bagus,Dekat Jalan Raya,394202,8,246200000,Perumahan
Karangpilang,4,2,1150,726,HGB,7000,4,0,Unfurnished,2,Utara,Ya,18,PDAM,Tidak,Baru,Dekat Sekolah,364410,10,165100000,Perumahan
Karangpilang,12,2,742,442,AJB,4400,2,2,Semi-Furnished,4,Barat,Ya,10,PDAM,Ya,Baru,Dekat Sekolah,378742,8,175700000,Perumahan
Karangpilang,10,8,1148,316,AJB,4400,0,2,Furnished,2,Timur,Tidak,20,PDAM,Tidak,Baru,Dekat Pusat Kota,390672,10,162700000,Campuran
Karangpilang,4,4,314,504,SHM,4400,4,2,Furnished,6,Selatan,Tidak,20,Sumur,Tidak,Bagus,Dekat Sekolah,371080,10,206000000,Komersial
Karangpilang,10,8,880,178,HGB,1800,0,2,Unfurnished,4,Utara,Tidak,16,PDAM,Ya,Butuh Renovasi,Dekat Sekolah,399758,10,60300000,Komersial
Karangpilang,2,6,966,1014,SHM,8800,4,4,Unfurnished,2,Barat,Ya,8,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,393358,10,171700000,Campuran
Karangpilang,12,2,812,68,SHM,2600,4,4,Furnished,4,Selatan,Ya,18,Sumur,Ya,Bagus,Dekat Jalan Raya,362388,6,22100000,Perumahan
Karangpilang,2,2,210,372,SHM,4400,2,0,Furnished,2,Selatan,Ya,18,PDAM,Ya,Bagus,Dekat Jalan Raya,342820,8,72100000,Perumahan
Kenjeran,6,2,322,222,AJB,4400,4,2,Semi-Furnished,4,Barat,Tidak,24,Air Tanah,Ya,Baru,Dekat Pusat Kota,355952,8,64700000,Komersial
Kenjeran,6,2,756,108,AJB,2600,4,2,Unfurnished,6,Timur,Ya,20,Sumur,Tidak,Bagus,Dekat Jalan Raya,318480,6,19500000,Perumahan
Kenjeran,12,2,506,404,AJB,8800,4,0,Semi-Furnished,2,Barat,Ya,8,Air Tanah,Tidak,Bagus,Dekat Jalan Raya,352504,8,97300000,Campuran
Kenjeran,10,6,720,664,SHM,8800,0,2,Furnished,4,Barat,Tidak,10,PDAM,Tidak,Butuh Renovasi,Dekat Jalan Raya,324042,8,228300000,Campuran
Kenjeran,12,8,158,170,HGB,1800,2,2,Furnished,2,Selatan,Ya,6,Sumur,Ya,Butuh Renovasi,Dekat Pusat Kota,334380,6,53500000,Perumahan
Kenjeran,10,6,232,68,HGB,2600,2,4,Unfurnished,4,Timur,Tidak,8,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,336780,6,14000000,Campuran
Kenjeran,8,4,1034,858,HGB,13200,2,0,Semi-Furnished,6,Selatan,Tidak,20,Sumur,Tidak,Bagus,Dekat Sekolah,381656,10,384400000,Campuran
Kenjeran,8,4,280,204,HGB,4400,0,4,Unfurnished,2,Selatan,Ya,10,Sumur,Tidak,Bagus,Dekat Sekolah,355832,6,33300000,Campuran
Kenjeran,2,4,932,350,AJB,2600,0,4,Furnished,6,Selatan,Ya,12,PDAM,Tidak,Bagus,Dekat Pusat Kota,335512,10,107500000,Perumahan
Kenjeran,12,2,848,288,SHM,4400,0,0,Furnished,2,Barat,Tidak,12,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,305890,10,71000000,Perumahan
Kenjeran,8,4,814,646,HGB,8800,2,2,Semi-Furnished,4,Barat,Ya,8,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,349552,8,199300000,Komersial
Kenjeran,12,6,944,170,SHM,2600,2,0,Furnished,2,Selatan,Ya,4,Sumur,Tidak,Butuh Renovasi,Dekat Pusat Kota,317454,10,61900000,Campuran
Kenjeran,12,6,798,930,SHM,11000,2,0,Semi-Furnished,4,Barat,Tidak,10,Air Tanah,Tidak,Bagus,Dekat Pusat Kota,331360,8,528500000,Campuran
Kenjeran,4,6,238,320,SHM,4400,0,0,Semi-Furnished,4,Barat,Tidak,18,Sumur,Tidak,Bagus,Dekat Pusat Kota,324112,10,102300000,Komersial
Kenjeran,6,2,278,474,SHM,8800,4,0,Furnished,4,Selatan,Tidak,22,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,322154,8,106800000,Campuran
Kenjeran,2,4,856,368,AJB,2600,0,4,Furnished,2,Utara,Tidak,4,PDAM,Ya,Bagus,Dekat Sekolah,317644,10,72900000,Komersial
Kenjeran,2,4,880,428,AJB,4400,0,0,Semi-Furnished,2,Utara,Ya,20,Air Tanah,Ya,Bagus,Dekat Sekolah,356016,10,80200000,Campuran
Kenjeran,2,4,652,504,AJB,7000,2,4,Furnished,6,Barat,Ya,8,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,360392,10,108000000,Campuran
Kenjeran,6,4,882,818,HGB,8800,4,0,Semi-Furnished,4,Selatan,Tidak,12,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,385636,10,183100000,Campuran
Kenjeran,12,4,220,262,SHM,4400,0,2,Furnished,4,Selatan,Tidak,6,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,331688,10,92900000,Komersial
Kenjeran,2,8,1148,358,HGB,2600,4,0,Unfurnished,2,Barat,Ya,16,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,347636,8,57700000,Campuran
Kenjeran,8,2,954,458,SHM,4400,2,0,Furnished,4,Utara,Tidak,16,Air Tanah,Tidak,Baru,Dekat Sekolah,322194,10,198300000,Campuran
Kenjeran,10,8,582,634,HGB,7000,0,0,Furnished,4,Timur,Tidak,18,Air Tanah,Tidak,Bagus,Dekat Sekolah,331914,10,330300000,Campuran
Kenjeran,12,2,96,144,AJB,2600,0,0,Semi-Furnished,4,Timur,Tidak,14,Sumur,Tidak,Butuh Renovasi,Dekat Pusat Kota,305968,6,34600000,Perumahan
Kenjeran,12,2,1044,974,SHM,11000,4,4,Semi-Furnished,2,Utara,Ya,12,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,360372,10,278400000,Perumahan
Kenjeran,12,4,698,458,HGB,8800,0,0,Furnished,6,Selatan,Tidak,16,PDAM,Tidak,Baru,Dekat Pusat Kota,367342,10,253700000,Perumahan
Kenjeran,10,6,122,162,SHM,1800,0,4,Unfurnished,4,Selatan,Ya,10,Sumur,Tidak,Bagus,Dekat Jalan Raya,338436,6,44800000,Perumahan
Kenjeran,6,4,1140,614,AJB,7000,4,2,Furnished,4,Barat,Tidak,20,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,382280,10,166500000,Komersial
Kenjeran,10,6,764,674,AJB,4400,2,4,Furnished,4,Selatan,Tidak,12,Air Tanah,Tidak,Baru,Dekat Pusat Kota,358582,8,354000000,Komersial
Kenjeran,2,8,234,112,SHM,2600,0,2,Unfurnished,4,Barat,Ya,22,Sumur,Ya,Baru,Dekat Pusat Kota,350344,4,26700000,Komersial
Kenjeran,8,4,416,532,HGB,7000,4,4,Unfurnished,4,Barat,Tidak,12,Sumur,Tidak,Baru,Dekat Pusat Kota,334270,8,173600000,Perumahan
Kenjeran,8,2,1152,844,AJB,8800,0,0,Furnished,4,Barat,Tidak,6,Sumur,Ya,Baru,Dekat Jalan Raya,366848,8,396700000,Komersial
Krembangan,6,6,680,742,HGB,8800,0,2,Unfurnished,6,Timur,Ya,22,Air Tanah,Ya,Bagus,Dekat Sekolah,433794,10,298600000,Campuran
Krembangan,4,2,952,996,HGB,8800,0,0,Semi-Furnished,2,Utara,Tidak,14,Air Tanah,Ya,Baru,Dekat Sekolah,457426,10,342300000,Campuran
Krembangan,10,6,218,384,AJB,4400,2,4,Semi-Furnished,6,Selatan,Tidak,22,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,453854,8,154600000,Komersial
Krembangan,10,6,476,224,SHM,4400,0,4,Furnished,4,Barat,Tidak,20,PDAM,Ya,Bagus,Dekat Jalan Raya,394400,8,108100000,Komersial
Krembangan,6,2,418,548,SHM,4400,0,0,Furnished,2,Timur,Tidak,18,Sumur,Ya,Bagus,Dekat Jalan Raya,394066,8,176400000,Komersial
Krembangan,6,2,446,180,AJB,1800,0,2,Semi-Furnished,2,Barat,Tidak,8,PDAM,Ya,Baru,Dekat Pusat Kota,446446,6,48600000,Campuran
Krembangan,8,2,252,92,HGB,2600,2,4,Semi-Furnished,6,Utara,Ya,18,Air Tanah,Tidak,Baru,Dekat Jalan Raya,420784,8,36200000,Campuran
Krembangan,12,8,1164,1348,HGB,11000,0,2,Unfurnished,6,Selatan,Ya,16,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,433266,10,901500000,Perumahan
Krembangan,8,4,1024,712,HGB,8800,2,4,Unfurnished,2,Timur,Ya,22,Air Tanah,Ya,Baru,Dekat Pusat Kota,449812,10,367400000,Komersial
Krembangan,4,2,180,202,AJB,2600,2,2,Unfurnished,6,Selatan,Tidak,16,Air Tanah,Ya,Butuh Renovasi,Dekat Pusat Kota,414776,4,37500000,Campuran
Krembangan,12,6,736,712,HGB,7000,2,0,Furnished,2,Barat,Ya,12,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,460842,10,258500000,Perumahan
Krembangan,8,6,924,838,HGB,13200,0,0,Furnished,2,Timur,Ya,24,PDAM,Ya,Bagus,Dekat Jalan Raya,422212,10,349700000,Perumahan
Krembangan,10,8,834,476,AJB,7000,0,2,Semi-Furnished,6,Barat,Tidak,10,Sumur,Ya,Butuh Renovasi,Dekat Pusat Kota,460114,8,256000000,Komersial
Krembangan,6,8,1156,400,SHM,8800,0,2,Furnished,2,Selatan,Tidak,6,PDAM,Tidak,Baru,Dekat Jalan Raya,464586,10,206000000,Campuran
Krembangan,10,8,92,208,SHM,4400,0,4,Semi-Furnished,6,Utara,Ya,14,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,422200,10,80100000,Perumahan
Krembangan,6,4,798,72,AJB,1800,2,0,Furnished,2,Barat,Tidak,22,Air Tanah,Tidak,Bagus,Dekat Sekolah,373034,6,20300000,Campuran
Krembangan,8,6,514,272,SHM,4400,0,4,Semi-Furnished,6,Timur,Tidak,16,PDAM,Tidak,Baru,Dekat Jalan Raya,392644,10,148500000,Perumahan
Krembangan,12,4,604,270,SHM,4400,2,4,Furnished,2,Barat,Ya,10,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,422624,10,90500000,Campuran
Krembangan,10,2,1084,680,AJB,4400,4,4,Semi-Furnished,4,Barat,Ya,6,PDAM,Tidak,Bagus,Dekat Jalan Raya,400970,10,325400000,Perumahan
Krembangan,12,8,424,222,SHM,2600,4,0,Unfurnished,6,Utara,Tidak,8,Air Tanah,Ya,Bagus,Dekat Jalan Raya,434186,10,127700000,Perumahan
Krembangan,12,4,174,170,SHM,1800,4,0,Furnished,6,Timur,Ya,24,Air Tanah,Ya,Bagus,Dekat Pusat Kota,441252,10,118600000,Komersial
Krembangan,4,2,472,302,AJB,4400,4,0,Unfurnished,4,Barat,Tidak,22,PDAM,Tidak,Bagus,Dekat Jalan Raya,412948,10,73600000,Campuran
Krembangan,4,8,618,220,AJB,2600,4,4,Furnished,4,Timur,Ya,16,Sumur,Ya,Bagus,Dekat Pusat Kota,407876,10,89500000,Perumahan
Krembangan,12,6,950,1128,AJB,8800,2,0,Furnished,2,Barat,Tidak,20,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,481622,10,483100000,Perumahan
Krembangan,6,6,804,998,AJB,8800,2,2,Unfurnished,6,Selatan,Tidak,16,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,450330,10,360700000,Komersial
Krembangan,2,8,382,308,SHM,4400,2,2,Unfurnished,2,Timur,Ya,24,Air Tanah,Tidak,Baru,Dekat Pusat Kota,426554,10,81800000,Perumahan
Krembangan,2,8,116,270,SHM,2600,4,2,Furnished,2,Selatan,Tidak,20,Air Tanah,Ya,Baru,Dekat Pusat Kota,380672,8,79800000,Perumahan
Krembangan,2,6,532,518,HGB,4400,0,2,Semi-Furnished,2,Timur,Ya,20,Air Tanah,Ya,Baru,Dekat Sekolah,453438,10,139700000,Perumahan
Krembangan,12,6,318,124,HGB,2600,0,2,Semi-Furnished,4,Barat,Ya,24,PDAM,Tidak,Bagus,Dekat Sekolah,408994,10,56500000,Campuran
Krembangan,10,6,240,246,AJB,2600,4,4,Semi-Furnished,2,Barat,Tidak,22,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,382318,10,64600000,Perumahan
Krembangan,2,4,330,276,HGB,2600,4,2,Furnished,6,Barat,Tidak,12,PDAM,Ya,Baru,Dekat Sekolah,419358,10,93100000,Perumahan
Krembangan,12,2,340,446,AJB,8800,2,0,Furnished,4,Selatan,Ya,10,Sumur,Ya,Bagus,Dekat Sekolah,447830,10,192600000,Campuran
Lakarsantri,4,4,416,396,SHM,4400,4,2,Furnished,2,Selatan,Ya,10,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,438794,10,93700000,Perumahan
Lakarsantri,12,6,1130,88,SHM,1800,0,2,Semi-Furnished,2,Barat,Tidak,16,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,403712,6,32900000,Campuran
Lakarsantri,12,2,334,440,HGB,8800,0,2,Semi-Furnished,6,Timur,Tidak,24,Air Tanah,Tidak,Bagus,Dekat Pusat Kota,445854,8,241700000,Komersial
Lakarsantri,4,6,816,944,AJB,11000,4,0,Furnished,2,Selatan,Ya,16,Air Tanah,Ya,Baru,Dekat Pusat Kota,456148,10,438800000,Perumahan
Lakarsantri,8,8,194,88,SHM,2600,4,2,Unfurnished,6,Timur,Ya,24,Air Tanah,Ya,Baru,Dekat Pusat Kota,428876,6,47200000,Perumahan
Lakarsantri,8,2,522,408,SHM,4400,0,0,Unfurnished,2,Utara,Tidak,10,Sumur,Ya,Butuh Renovasi,Dekat Pusat Kota,436780,10,110900000,Komersial
Lakarsantri,12,4,948,820,HGB,13200,0,4,Semi-Furnished,6,Utara,Tidak,20,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,441582,10,392800000,Campuran
Lakarsantri,4,4,1180,1222,AJB,13200,0,0,Furnished,6,Selatan,Tidak,12,Air Tanah,Ya,Bagus,Dekat Jalan Raya,465634,8,849500000,Komersial
Lakarsantri,8,6,736,512,HGB,7000,4,0,Furnished,6,Timur,Ya,16,PDAM,Ya,Butuh Renovasi,Dekat Sekolah,430236,10,261100000,Komersial
Lakarsantri,8,2,722,574,AJB,7000,2,2,Furnished,4,Timur,Tidak,24,PDAM,Ya,Baru,Dekat Sekolah,414506,8,259100000,Perumahan
Lakarsantri,8,4,598,216,HGB,2600,0,0,Unfurnished,2,Selatan,Tidak,18,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,445574,8,36600000,Campuran
Lakarsantri,10,6,862,146,AJB,2600,0,2,Furnished,6,Selatan,Tidak,24,PDAM,Ya,Butuh Renovasi,Dekat Pusat Kota,404480,8,60800000,Perumahan
Lakarsantri,4,4,246,390,SHM,4400,4,2,Semi-Furnished,2,Utara,Tidak,18,PDAM,Tidak,Bagus,Dekat Pusat Kota,480658,10,107800000,Campuran
Lakarsantri,6,2,1056,182,AJB,2600,0,2,Unfurnished,2,Timur,Tidak,16,Air Tanah,Tidak,Butuh Renovasi,Dekat Pusat Kota,455672,6,33900000,Komersial
Lakarsantri,4,4,674,106,SHM,1800,0,0,Semi-Furnished,2,Barat,Ya,18,Sumur,Tidak,Bagus,Dekat Pusat Kota,441306,4,34700000,Komersial
Lakarsantri,2,6,570,228,HGB,4400,4,2,Unfurnished,4,Timur,Tidak,18,PDAM,Tidak,Bagus,Dekat Jalan Raya,430172,6,57700000,Campuran
Lakarsantri,10,2,98,102,AJB,1800,2,2,Furnished,6,Selatan,Tidak,12,PDAM,Ya,Baru,Dekat Pusat Kota,457918,8,45900000,Perumahan
Lakarsantri,2,8,946,812,AJB,13200,4,2,Unfurnished,4,Utara,Tidak,6,Sumur,Ya,Bagus,Dekat Pusat Kota,426266,8,284800000,Komersial
Lakarsantri,2,2,392,124,HGB,1800,2,2,Semi-Furnished,4,Timur,Tidak,4,Sumur,Tidak,Bagus,Dekat Jalan Raya,439616,6,23400000,Perumahan
Lakarsantri,10,8,1026,582,AJB,7000,0,0,Semi-Furnished,4,Barat,Tidak,8,Sumur,Tidak,Butuh Renovasi,Dekat Pusat Kota,456370,8,287800000,Campuran
Lakarsantri,12,6,110,192,HGB,2600,0,0,Semi-Furnished,6,Timur,Tidak,14,Air Tanah,Ya,Bagus,Dekat Jalan Raya,447292,10,114200000,Komersial
Lakarsantri,12,4,290,182,SHM,1800,4,4,Semi-Furnished,6,Utara,Ya,22,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,448070,10,73900000,Perumahan
Lakarsantri,10,2,640,366,AJB,4400,4,4,Furnished,2,Utara,Ya,14,Air Tanah,Ya,Bagus,Dekat Jalan Raya,452204,10,144300000,Campuran
Lakarsantri,8,8,466,412,AJB,4400,4,0,Unfurnished,4,Utara,Tidak,4,PDAM,Ya,Bagus,Dekat Jalan Raya,408442,10,142400000,Perumahan
Lakarsantri,8,4,968,146,AJB,1800,4,0,Semi-Furnished,6,Utara,Ya,22,PDAM,Ya,Bagus,Dekat Sekolah,414036,8,53200000,Campuran
Lakarsantri,10,8,258,104,AJB,2600,4,0,Unfurnished,2,Barat,Tidak,24,Air Tanah,Ya,Baru,Dekat Pusat Kota,421638,6,40500000,Campuran
Lakarsantri,4,4,362,504,AJB,4400,0,4,Unfurnished,4,Barat,Tidak,22,Air Tanah,Ya,Butuh Renovasi,Dekat Pusat Kota,427692,8,123800000,Campuran
Lakarsantri,10,2,198,396,AJB,4400,2,0,Furnished,2,Selatan,Ya,8,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,460976,10,107700000,Campuran
Lakarsantri,12,2,86,176,SHM,1800,2,2,Semi-Furnished,2,Utara,Ya,18,PDAM,Tidak,Baru,Dekat Sekolah,445700,8,59000000,Campuran
Lakarsantri,8,8,702,398,HGB,2600,4,2,Furnished,2,Barat,Ya,20,Air Tanah,Ya,Bagus,Dekat Jalan Raya,489178,10,173600000,Campuran
Lakarsantri,12,2,708,422,AJB,4400,0,0,Unfurnished,4,Barat,Ya,24,PDAM,Ya,Bagus,Dekat Jalan Raya,452150,8,137500000,Campuran
Lakarsantri,12,6,1150,300,HGB,4400,2,4,Unfurnished,4,Barat,Tidak,12,Air Tanah,Ya,Butuh Renovasi,Dekat Pusat Kota,412646,10,127200000,Campuran
Mulyorejo,2,8,150,226,SHM,4400,0,4,Semi-Furnished,4,Selatan,Tidak,18,Sumur,Ya,Bagus,Dekat Sekolah,506202,10,65900000,Perumahan
Mulyorejo,8,4,682,480,HGB,7000,2,0,Unfurnished,6,Barat,Ya,20,Sumur,Ya,Baru,Dekat Jalan Raya,522258,8,268000000,Campuran
Mulyorejo,10,4,746,476,AJB,4400,0,0,Semi-Furnished,2,Selatan,Ya,12,PDAM,Ya,Baru,Dekat Sekolah,458582,10,203800000,Campuran
Mulyorejo,6,6,1040,784,SHM,7000,2,4,Semi-Furnished,2,Timur,Ya,18,Sumur,Tidak,Bagus,Dekat Pusat Kota,487738,10,469600000,Komersial
Mulyorejo,4,4,996,580,HGB,8800,2,2,Unfurnished,4,Timur,Tidak,22,PDAM,Ya,Bagus,Dekat Pusat Kota,458930,10,215800000,Perumahan
Mulyorejo,6,6,126,314,AJB,4400,0,2,Furnished,4,Utara,Ya,4,PDAM,Tidak,Bagus,Dekat Jalan Raya,482324,10,135900000,Campuran
Mulyorejo,12,4,886,1026,AJB,11000,0,4,Furnished,4,Selatan,Tidak,14,PDAM,Ya,Butuh Renovasi,Dekat Pusat Kota,509894,10,559900000,Campuran
Mulyorejo,4,2,280,362,SHM,2600,0,4,Furnished,6,Barat,Tidak,24,PDAM,Tidak,Bagus,Dekat Pusat Kota,470070,10,150100000,Perumahan
Mulyorejo,6,6,290,132,AJB,1800,0,4,Semi-Furnished,2,Barat,Tidak,14,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,459442,8,26700000,Campuran
Mulyorejo,12,8,916,596,HGB,7000,4,4,Furnished,4,Timur,Tidak,18,Air Tanah,Tidak,Baru,Dekat Jalan Raya,467224,10,663000000,Komersial
Mulyorejo,6,6,368,94,HGB,2600,4,4,Semi-Furnished,6,Barat,Ya,18,Sumur,Tidak,Baru,Dekat Sekolah,499272,8,49800000,Campuran
