Alamat,Kecamatan,Njop (Rp/M²),Sertifikat,Sewa Per Bulan (Rp),Luas Tanah (M²),Jenis Zona,Aksesibilitas,Tingkat Keamanan,Kepadatan_Penduduk
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,Lainnya,124239250.0,19722.0,Komersial,Buruk,rendah,123961
"Jl. Bulak No. 3, Surabaya",Bulak,2954782.74,HGB,126528783.28,17016.02,Industri,Baik,rendah,43764
"Jl. Bubutan No. 2, Surabaya",Bubutan,8534217.32,SHM,175425571.7,8559.32,Industri,Buruk,rendah,90646
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3715820.16,HGB,66193586.96,7345.72,Industri,Buruk,tinggi,75315
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,Lainnya,7056000.0,600.0,Perumahan,Baik,tinggi,123757
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,SHM,1614240.0,228.0,Perumahan,Baik,tinggi,188693
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,SHM,147582120.0,15852.0,Perumahan,Buruk,tinggi,62482
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,SHM,124239250.0,11676.0,Komersial,Buruk,rendah,123961
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3239505.06,SHM,100476421.64,10726.26,Industri,Baik,tinggi,75315
"Jl. Simokerto No. 12, Surabaya",Simokerto,5183756.3,Lainnya,210577966.76,17128.52,Industri,Buruk,rendah,86897
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,HGB,6501600.0,1260.0,Perumahan,Baik,tinggi,59256
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,SHM,19350000.0,688.0,Komersial,Baik,rendah,123961
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,Lainnya,5160000.0,1000.0,Industri,Baik,rendah,63778
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,8470285.06,HGB,125858455.68,17628.46,Perumahan,Buruk,rendah,110557
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,HGB,87049200.0,16870.0,Industri,Baik,tinggi,69938
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,SHM,68343750.0,2430.0,Komersial,Buruk,tinggi,123961
"Jl. Semampir No. 11, Surabaya",Semampir,3279696.24,HGB,161848384.2,17751.54,Komersial,Buruk,tinggi,172669
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,HGB,28125000.0,1000.0,Industri,Buruk,rendah,101259
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5601713.76,Lainnya,211352153.26,15185.58,Perumahan,Buruk,tinggi,75315
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,6248098.36,SHM,96685935.98,6282.38,Komersial,Baik,rendah,75315
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3441985.16,Lainnya,101296317.4,13204.28,Industri,Buruk,rendah,75315
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,7997185.54,Lainnya,220132537.18,11380.0,Perumahan,Baik,rendah,110557
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,HGB,34939800.0,1128.0,Komersial,Baik,rendah,52924
"Jl. Krembangan No. 8, Surabaya",Krembangan,7418153.0,SHM,273269838.58,14368.7,Industri,Baik,rendah,109027
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,Lainnya,70587600.0,9970.0,Perumahan,Baik,tinggi,188693
"Jl. Tandes No. 14, Surabaya",Tandes,4041087.82,HGB,98724902.9,9417.54,Industri,Baik,rendah,87511
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,SHM,31992000.0,6200.0,Perumahan,Baik,tinggi,59256
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,SHM,4303440.0,834.0,Komersial,Baik,tinggi,59256
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,Lainnya,37170000.0,1200.0,Komersial,Baik,tinggi,52924
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,SHM,69693750.0,2250.0,Komersial,Buruk,tinggi,52924
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,HGB,2793000.0,300.0,Industri,Buruk,rendah,62482
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,SHM,2889600.0,560.0,Komersial,Baik,tinggi,59256
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,HGB,29531250.0,1050.0,Industri,Baik,rendah,101259
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,Lainnya,64631250.0,2298.0,Komersial,Baik,rendah,144650
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,SHM,124239250.0,14184.0,Komersial,Buruk,rendah,52924
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,2758744.76,HGB,20076361.7,2962.9,Industri,Baik,rendah,86545
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5404956.38,HGB,254285815.22,19135.78,Perumahan,Buruk,rendah,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,HGB,5586000.0,600.0,Perumahan,Baik,tinggi,181325
"Jl. Gayungan No. 5, Surabaya",Gayungan,6252093.0,SHM,144063356.82,10046.02,Komersial,Buruk,tinggi,41289
"Jl. Bubutan No. 2, Surabaya",Bubutan,8010980.9,SHM,127327680.58,20386.38,Komersial,Buruk,tinggi,90646
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,SHM,3575040.0,384.0,Perumahan,Baik,tinggi,62482
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,HGB,16758000.0,1800.0,Perumahan,Buruk,tinggi,62482
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,HGB,1032000.0,200.0,Industri,Buruk,tinggi,69938
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,Lainnya,2064000.0,400.0,Industri,Buruk,rendah,69938
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,SHM,103500000.0,3680.0,Komersial,Buruk,tinggi,144650
"Jl. Simokerto No. 12, Surabaya",Simokerto,5024395.02,Lainnya,222877533.62,16228.56,Komersial,Buruk,rendah,86897
"Jl. Bulak No. 3, Surabaya",Bulak,2936025.9,SHM,86473231.26,11463.88,Perumahan,Buruk,tinggi,43764
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,HGB,103200000.0,20000.0,Industri,Baik,rendah,69938
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,SHM,53437500.0,1900.0,Komersial,Buruk,tinggi,123961
"Jl. Gayungan No. 5, Surabaya",Gayungan,6172666.8,Lainnya,106189167.14,6267.96,Komersial,Buruk,rendah,41289
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,HGB,124239250.0,13630.0,Komersial,Buruk,rendah,144650
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,4732528.46,HGB,182243687.64,16619.24,Industri,Baik,rendah,45547
"Jl. Bulak No. 3, Surabaya",Bulak,2948851.14,SHM,52830048.84,6950.98,Perumahan,Buruk,rendah,43764
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5553301.68,HGB,256183355.0,16049.06,Perumahan,Baik,tinggi,75315
"Jl. Simokerto No. 12, Surabaya",Simokerto,5001314.88,HGB,97220185.42,7557.16,Industri,Baik,tinggi,86897
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,Lainnya,50179500.0,1620.0,Komersial,Buruk,rendah,52924
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,Lainnya,124239250.0,14728.0,Komersial,Buruk,rendah,92014
"Jl. Krembangan No. 8, Surabaya",Krembangan,6716678.06,SHM,211193364.24,13304.62,Industri,Buruk,rendah,109027
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,Lainnya,194016480.0,16498.0,Perumahan,Baik,tinggi,214966
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,Lainnya,124239250.0,120000.0,Industri,Baik,rendah,69938
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6280982.84,HGB,248206763.96,17799.44,Perumahan,Buruk,rendah,61187
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,SHM,50357000.0,1480.0,Komersial,Baik,rendah,92014
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,Lainnya,10701600.0,910.0,Perumahan,Baik,tinggi,214966
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,HGB,163017120.0,13862.0,Perumahan,Baik,tinggi,214966
"Jl. Tandes No. 14, Surabaya",Tandes,3946098.38,SHM,49565039.22,5196.6,Industri,Buruk,tinggi,87511
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,9923649.18,Lainnya,248257183.62,10649.26,Industri,Buruk,tinggi,56707
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,Lainnya,23137000.0,680.0,Komersial,Buruk,rendah,92014
"Jl. Krembangan No. 8, Surabaya",Krembangan,6974078.04,SHM,262922691.58,15564.6,Industri,Baik,rendah,109027
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,5707704.2,Lainnya,253759040.62,17939.12,Industri,Baik,rendah,75315
"Jl. Krembangan No. 8, Surabaya",Krembangan,6975618.8,HGB,312081939.02,16322.36,Industri,Baik,tinggi,109027
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,Lainnya,114236640.0,9714.0,Perumahan,Buruk,tinggi,123757
"Jl. Semampir No. 11, Surabaya",Semampir,3331783.7,Lainnya,149549720.24,17878.8,Perumahan,Baik,rendah,172669
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3363358.16,Lainnya,138229044.54,15628.04,Industri,Baik,tinggi,75315
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3660995.42,Lainnya,70384380.82,7931.1,Industri,Baik,tinggi,75315
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,SHM,8359200.0,1620.0,Industri,Baik,rendah,69938
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,SHM,110424000.0,21400.0,Industri,Baik,rendah,69938
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,HGB,19773120.0,3832.0,Industri,Buruk,tinggi,69938
"Jl. Krembangan No. 8, Surabaya",Krembangan,7805957.12,SHM,268489333.42,14453.54,Industri,Baik,rendah,109027
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,HGB,58950000.0,2096.0,Industri,Baik,tinggi,101259
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,SHM,71248350.0,2094.0,Komersial,Buruk,rendah,92014
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,HGB,208125000.0,7400.0,Komersial,Baik,rendah,123961
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,HGB,4956000.0,700.0,Perumahan,Baik,tinggi,188693
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,SHM,3681600.0,520.0,Perumahan,Baik,rendah,188693
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,Lainnya,47040000.0,4000.0,Perumahan,Baik,tinggi,123757
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,SHM,124239250.0,17266.0,Komersial,Baik,tinggi,144650
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,10524997.48,HGB,128186438.52,12055.76,Perumahan,Baik,rendah,56707
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5567264.84,HGB,252190814.12,17239.48,Perumahan,Baik,tinggi,75315
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,SHM,113169120.0,21932.0,Industri,Buruk,rendah,69938
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,7764190.78,Lainnya,56501546.0,2385.14,Perumahan,Baik,rendah,110557
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,SHM,7056000.0,600.0,Perumahan,Buruk,tinggi,214966
"Jl. Tandes No. 14, Surabaya",Tandes,3858856.16,SHM,84321149.94,8381.98,Komersial,Baik,rendah,87511
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,SHM,128981250.0,4586.0,Komersial,Baik,tinggi,144650
"Jl. Tandes No. 14, Surabaya",Tandes,3967322.04,HGB,187291691.22,17415.34,Komersial,Buruk,rendah,87511
"Jl. Tandes No. 14, Surabaya",Tandes,3934359.44,Lainnya,102753210.04,10581.56,Komersial,Baik,tinggi,87511
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,9958611.6,HGB,127477139.98,13305.9,Perumahan,Baik,tinggi,56707
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5913966.84,HGB,54085971.9,3695.56,Perumahan,Baik,rendah,75315
"Jl. Simokerto No. 12, Surabaya",Simokerto,5191100.32,HGB,107980425.22,8565.64,Industri,Baik,tinggi,86897
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,HGB,25706250.0,914.0,Komersial,Buruk,tinggi,144650
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,HGB,57162000.0,1680.0,Komersial,Buruk,rendah,92014
"Jl. Simokerto No. 12, Surabaya",Simokerto,5105467.12,Lainnya,213073539.1,17771.96,Perumahan,Buruk,rendah,86897
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6475978.42,HGB,274928214.16,17234.44,Industri,Buruk,rendah,61187
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,6188030.68,Lainnya,195402365.1,13316.76,Industri,Baik,rendah,75315
"Jl. Bubutan No. 2, Surabaya",Bubutan,8055454.66,SHM,224812733.54,10712.44,Komersial,Buruk,rendah,90646
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,Lainnya,130900350.0,4226.0,Komersial,Buruk,tinggi,52924
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,5927189.06,Lainnya,144545066.28,9425.9,Industri,Baik,rendah,75315
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,8692708.74,Lainnya,303438049.92,13930.96,Perumahan,Baik,rendah,110557
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,HGB,5934000.0,1150.0,Komersial,Buruk,tinggi,59256
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,SHM,29531250.0,1050.0,Komersial,Buruk,tinggi,123961
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,HGB,94080000.0,8000.0,Perumahan,Baik,tinggi,123757
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,Lainnya,8926800.0,1730.0,Perumahan,Baik,rendah,63778
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,Lainnya,124239250.0,15150.0,Industri,Buruk,tinggi,101259
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,HGB,28125000.0,1000.0,Industri,Baik,rendah,101259
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5285875.06,SHM,264284982.26,17311.9,Komersial,Baik,rendah,75315
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,Lainnya,168544320.0,14332.0,Perumahan,Baik,rendah,123757
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,8922810.22,HGB,116096777.84,13093.58,Perumahan,Baik,tinggi,56707
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,Lainnya,6501600.0,1260.0,Komersial,Buruk,rendah,59256
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,Lainnya,160312500.0,5700.0,Komersial,Baik,tinggi,123961
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,8099749.94,Lainnya,18266921.04,933.9,Perumahan,Buruk,tinggi,110557
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5573833.02,HGB,48718935.98,3637.82,Perumahan,Baik,rendah,75315
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,5063413.0,HGB,187273158.82,14626.58,Industri,Baik,rendah,45547
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,SHM,95270000.0,2800.0,Komersial,Buruk,rendah,92014
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,Lainnya,117026700.0,12570.0,Perumahan,Buruk,rendah,181325
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,SHM,146250000.0,5200.0,Komersial,Buruk,tinggi,144650
"Jl. Semampir No. 11, Surabaya",Semampir,3881477.4,HGB,159028125.7,18182.48,Komersial,Buruk,tinggi,172669
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,Lainnya,13500000.0,480.0,Industri,Buruk,rendah,101259
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,Lainnya,21310800.0,688.0,Komersial,Baik,rendah,52924
"Jl. Semampir No. 11, Surabaya",Semampir,3467299.5,Lainnya,147683670.8,16611.18,Perumahan,Baik,tinggi,172669
"Jl. Jambangan No. 6, Surabaya",Jambangan,4928181.4,SHM,70077917.94,5712.16,Industri,Baik,tinggi,50470
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,Lainnya,91610400.0,7790.0,Perumahan,Buruk,tinggi,123757
"Jl. Tandes No. 14, Surabaya",Tandes,4152632.72,SHM,81295644.3,7754.9,Komersial,Buruk,rendah,87511
"Jl. Gayungan No. 5, Surabaya",Gayungan,6286694.3,HGB,152316402.1,9847.92,Komersial,Buruk,tinggi,41289
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,9182978.52,HGB,113490829.64,18507.02,Perumahan,Buruk,tinggi,56707
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,Lainnya,84032060.0,9026.0,Perumahan,Baik,tinggi,181325
"Jl. Bulak No. 3, Surabaya",Bulak,3143654.22,SHM,90367821.94,12406.56,Perumahan,Buruk,tinggi,43764
"Jl. Krembangan No. 8, Surabaya",Krembangan,7028962.94,SHM,213991176.94,12271.46,Industri,Buruk,rendah,109027
"Jl. Gayungan No. 5, Surabaya",Gayungan,6215396.04,Lainnya,268559682.58,19421.86,Industri,Buruk,tinggi,41289
"Jl. Krembangan No. 8, Surabaya",Krembangan,7370446.98,SHM,315770855.02,17064.18,Industri,Baik,rendah,109027
"Jl. Bulak No. 3, Surabaya",Bulak,3150240.44,SHM,87483376.2,11848.62,Perumahan,Buruk,tinggi,43764
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,SHM,8256000.0,1600.0,Perumahan,Baik,rendah,59256
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,5912597.72,HGB,44570505.82,2862.72,Komersial,Buruk,tinggi,61187
"Jl. Tandes No. 14, Surabaya",Tandes,3937266.8,Lainnya,104017753.98,10364.88,Komersial,Baik,tinggi,87511
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,Lainnya,57362160.0,8102.0,Perumahan,Baik,rendah,71605
"Jl. Krembangan No. 8, Surabaya",Krembangan,6984389.14,SHM,83165272.9,4758.32,Industri,Buruk,rendah,109027
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5700918.82,HGB,46446092.72,3468.02,Komersial,Baik,tinggi,75315
"Jl. Tandes No. 14, Surabaya",Tandes,4363696.18,SHM,60151724.34,6100.8,Industri,Buruk,tinggi,87511
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,Lainnya,38531250.0,1370.0,Komersial,Baik,rendah,144650
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,Lainnya,1248720.0,242.0,Komersial,Baik,rendah,59256
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,5128104.12,HGB,166348752.12,12394.54,Industri,Baik,tinggi,45547
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,Lainnya,27594840.0,2964.0,Komersial,Buruk,tinggi,62482
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,SHM,4233600.0,360.0,Perumahan,Baik,rendah,214966
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,9866299.34,SHM,129049546.62,18270.22,Industri,Buruk,rendah,56707
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,Lainnya,45562500.0,1620.0,Komersial,Baik,rendah,123961
"Jl. Gayungan No. 5, Surabaya",Gayungan,6201142.74,HGB,145644207.0,9147.26,Komersial,Buruk,tinggi,41289
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,Lainnya,11816400.0,2290.0,Industri,Baik,tinggi,69938
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,SHM,19615680.0,1668.0,Perumahan,Baik,rendah,214966
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,Lainnya,5009760.0,426.0,Perumahan,Buruk,tinggi,214966
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,2874869.52,HGB,144905264.62,20994.56,Industri,Buruk,tinggi,86545
"Jl. Bubutan No. 2, Surabaya",Bubutan,7573783.26,HGB,121045764.94,6998.02,Perumahan,Buruk,rendah,90646
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,SHM,6372000.0,900.0,Perumahan,Baik,rendah,188693
"Jl. Simokerto No. 12, Surabaya",Simokerto,5234551.46,Lainnya,203810738.22,17768.08,Perumahan,Buruk,rendah,86897
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3589564.74,SHM,93427146.4,11199.68,Industri,Baik,tinggi,75315
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,Lainnya,38594850.0,1246.0,Komersial,Baik,tinggi,52924
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,Lainnya,11610000.0,2250.0,Industri,Baik,tinggi,59256
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,SHM,44604000.0,6300.0,Perumahan,Baik,tinggi,188693
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,Lainnya,208504800.0,17730.0,Perumahan,Buruk,tinggi,123757
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,HGB,10129280.0,1088.0,Perumahan,Baik,tinggi,181325
"Jl. Semampir No. 11, Surabaya",Semampir,3515341.3,HGB,161423449.34,18078.74,Komersial,Buruk,tinggi,172669
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,10615582.58,HGB,238681414.1,10561.42,Komersial,Baik,tinggi,56707
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3537725.54,Lainnya,151761903.84,15937.6,Industri,Baik,tinggi,75315
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,HGB,13003200.0,2520.0,Perumahan,Baik,tinggi,59256
"Jl. Tandes No. 14, Surabaya",Tandes,3763869.28,HGB,180212421.78,18976.58,Komersial,Buruk,rendah,87511
"Jl. Simokerto No. 12, Surabaya",Simokerto,4933566.1,Lainnya,143467232.76,12471.82,Industri,Baik,tinggi,86897
"Jl. Pakal No. 10, Surabaya",Pakal,2541525.8,Lainnya,89632747.58,14537.24,Industri,Buruk,tinggi,59971
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,HGB,234329760.0,19926.0,Perumahan,Baik,tinggi,123757
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,6123655.44,SHM,195319373.86,12154.58,Perumahan,Buruk,tinggi,75315
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,Lainnya,8496000.0,1200.0,Perumahan,Buruk,rendah,71605
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,SHM,26789280.0,2278.0,Perumahan,Baik,rendah,214966
"Jl. Jambangan No. 6, Surabaya",Jambangan,4854581.28,HGB,59929674.38,4559.72,Komersial,Baik,rendah,50470
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,Lainnya,81674880.0,11536.0,Perumahan,Buruk,rendah,188693
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,SHM,88588500.0,2860.0,Komersial,Baik,tinggi,52924
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3478428.14,SHM,137851012.0,17527.1,Industri,Baik,tinggi,75315
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,HGB,141600000.0,20000.0,Komersial,Buruk,rendah,71605
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,2766155.38,SHM,3977086.72,531.12,Industri,Buruk,rendah,86545
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,Lainnya,192309300.0,5652.0,Komersial,Buruk,rendah,92014
"Jl. Bulak No. 3, Surabaya",Bulak,2807815.02,Lainnya,61947970.76,8429.44,Perumahan,Buruk,tinggi,43764
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,HGB,14864640.0,1264.0,Perumahan,Baik,rendah,123757
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,HGB,56250000.0,2000.0,Industri,Baik,rendah,101259
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,10100114.18,SHM,190123384.62,7270.08,Perumahan,Baik,rendah,56707
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6781396.68,SHM,65240485.94,3883.12,Komersial,Buruk,rendah,61187
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,10401964.8,SHM,119453461.62,20119.52,Industri,Buruk,tinggi,56707
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,SHM,7485500.0,220.0,Komersial,Buruk,tinggi,92014
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,HGB,47250000.0,1680.0,Komersial,Baik,rendah,123961
"Jl. Bulak No. 3, Surabaya",Bulak,2836630.04,Lainnya,62785774.58,9281.5,Perumahan,Buruk,tinggi,43764
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,Lainnya,14315760.0,2022.0,Perumahan,Buruk,rendah,188693
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,Lainnya,14850000.0,528.0,Komersial,Buruk,rendah,144650
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,4570808.18,HGB,188495997.82,14661.7,Industri,Baik,rendah,45547
