Alamat,Kecamatan,Njop (Rp/M²),Sertifikat,Sewa Per Bulan (Rp),Luas Tanah (M²),Jenis Zona,Aksesibilitas,Tingkat Keamanan,Kepadatan_Penduduk
"Jl. Bulak No. 3, Surabaya",Bulak,1477391.37,HGB,63264391.64,8508.01,Industri,Baik,rendah,43764
"Jl. Bubutan No. 2, Surabaya",Bubutan,4267108.66,SHM,87712785.85,4279.66,Industri,Buruk,rendah,90646
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1857910.08,HGB,33096793.48,3672.86,Industri,Buruk,tinggi,75315
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,Lainnya,3528000.0,300.0,Perumahan,Baik,tinggi,123757
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,SHM,807120.0,114.0,Perumahan,Baik,tinggi,188693
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,SHM,73791060.0,7926.0,Perumahan,Buruk,tinggi,62482
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,5625000.0,SHM,62119625.0,5838.0,Komersial,Buruk,rendah,123961
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1619752.53,SHM,50238210.82,5363.13,Industri,Baik,tinggi,75315
"Jl. Simokerto No. 12, Surabaya",Simokerto,2591878.15,Lainnya,105288983.38,8564.26,Industri,Buruk,rendah,86897
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,HGB,3250800.0,630.0,Perumahan,Baik,tinggi,59256
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,5625000.0,SHM,9675000.0,344.0,Komersial,Baik,rendah,123961
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,Lainnya,2580000.0,500.0,Industri,Baik,rendah,63778
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,4235142.53,HGB,62929227.84,8814.23,Perumahan,Buruk,rendah,110557
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,HGB,43524600.0,8435.0,Industri,Baik,tinggi,69938
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,5625000.0,SHM,34171875.0,1215.0,Komersial,Buruk,tinggi,123961
"Jl. Semampir No. 11, Surabaya",Semampir,1639848.12,HGB,80924192.1,8875.77,Komersial,Buruk,tinggi,172669
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,HGB,14062500.0,500.0,Industri,Buruk,rendah,101259
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2800856.88,Lainnya,105676076.63,7592.79,Perumahan,Buruk,tinggi,75315
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,3124049.18,SHM,48342967.99,3141.19,Komersial,Baik,rendah,75315
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1720992.58,Lainnya,50648158.7,6602.14,Industri,Buruk,rendah,75315
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,3998592.77,Lainnya,110066268.59,5690.0,Perumahan,Baik,rendah,110557
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,HGB,17469900.0,564.0,Komersial,Baik,rendah,52924
"Jl. Krembangan No. 8, Surabaya",Krembangan,3709076.5,SHM,136634919.29,7184.35,Industri,Baik,rendah,109027
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,Lainnya,35293800.0,4985.0,Perumahan,Baik,tinggi,188693
"Jl. Tandes No. 14, Surabaya",Tandes,2020543.91,HGB,49362451.45,4708.77,Industri,Baik,rendah,87511
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,SHM,15996000.0,3100.0,Perumahan,Baik,tinggi,59256
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,SHM,2151720.0,417.0,Komersial,Baik,tinggi,59256
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,Lainnya,18585000.0,600.0,Komersial,Baik,tinggi,52924
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,SHM,34846875.0,1125.0,Komersial,Buruk,tinggi,52924
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,HGB,1396500.0,150.0,Industri,Buruk,rendah,62482
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,SHM,1444800.0,280.0,Komersial,Baik,tinggi,59256
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,HGB,14765625.0,525.0,Industri,Baik,rendah,101259
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,Lainnya,32315625.0,1149.0,Komersial,Baik,rendah,144650
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,SHM,62119625.0,7092.0,Komersial,Buruk,rendah,52924
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1379372.38,HGB,10038180.85,1481.45,Industri,Baik,rendah,86545
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2702478.19,HGB,127142907.61,9567.89,Perumahan,Buruk,rendah,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,HGB,2793000.0,300.0,Perumahan,Baik,tinggi,181325
"Jl. Gayungan No. 5, Surabaya",Gayungan,3126046.5,SHM,72031678.41,5023.01,Komersial,Buruk,tinggi,41289
"Jl. Bubutan No. 2, Surabaya",Bubutan,4005490.45,SHM,63663840.29,10193.19,Komersial,Buruk,tinggi,90646
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,SHM,1787520.0,192.0,Perumahan,Baik,tinggi,62482
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,HGB,8379000.0,900.0,Perumahan,Buruk,tinggi,62482
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,HGB,516000.0,100.0,Industri,Buruk,tinggi,69938
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,Lainnya,1032000.0,200.0,Industri,Buruk,rendah,69938
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,SHM,51750000.0,1840.0,Komersial,Buruk,tinggi,144650
"Jl. Simokerto No. 12, Surabaya",Simokerto,2512197.51,Lainnya,111438766.81,8114.28,Komersial,Buruk,rendah,86897
"Jl. Bulak No. 3, Surabaya",Bulak,1468012.95,SHM,43236615.63,5731.94,Perumahan,Buruk,tinggi,43764
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,HGB,51600000.0,10000.0,Industri,Baik,rendah,69938
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,5625000.0,SHM,26718750.0,950.0,Komersial,Buruk,tinggi,123961
"Jl. Gayungan No. 5, Surabaya",Gayungan,3086333.4,Lainnya,53094583.57,3133.98,Komersial,Buruk,rendah,41289
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,HGB,62119625.0,6815.0,Komersial,Buruk,rendah,144650
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2366264.23,HGB,91121843.82,8309.62,Industri,Baik,rendah,45547
"Jl. Bulak No. 3, Surabaya",Bulak,1474425.57,SHM,26415024.42,3475.49,Perumahan,Buruk,rendah,43764
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2776650.84,HGB,128091677.5,8024.53,Perumahan,Baik,tinggi,75315
"Jl. Simokerto No. 12, Surabaya",Simokerto,2500657.44,HGB,48610092.71,3778.58,Industri,Baik,tinggi,86897
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,Lainnya,25089750.0,810.0,Komersial,Buruk,rendah,52924
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,Lainnya,62119625.0,7364.0,Komersial,Buruk,rendah,92014
"Jl. Krembangan No. 8, Surabaya",Krembangan,3358339.03,SHM,105596682.12,6652.31,Industri,Buruk,rendah,109027
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,Lainnya,97008240.0,8249.0,Perumahan,Baik,tinggi,214966
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,Lainnya,62119625.0,60000.0,Industri,Baik,rendah,69938
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3140491.42,HGB,124103381.98,8899.72,Perumahan,Buruk,rendah,61187
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,SHM,25178500.0,740.0,Komersial,Baik,rendah,92014
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,Lainnya,5350800.0,455.0,Perumahan,Baik,tinggi,214966
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,HGB,81508560.0,6931.0,Perumahan,Baik,tinggi,214966
"Jl. Tandes No. 14, Surabaya",Tandes,1973049.19,SHM,24782519.61,2598.3,Industri,Buruk,tinggi,87511
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4961824.59,Lainnya,124128591.81,5324.63,Industri,Buruk,tinggi,56707
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,Lainnya,11568500.0,340.0,Komersial,Buruk,rendah,92014
"Jl. Krembangan No. 8, Surabaya",Krembangan,3487039.02,SHM,131461345.79,7782.3,Industri,Baik,rendah,109027
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,2853852.1,Lainnya,126879520.31,8969.56,Industri,Baik,rendah,75315
"Jl. Krembangan No. 8, Surabaya",Krembangan,3487809.4,HGB,156040969.51,8161.18,Industri,Baik,tinggi,109027
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,Lainnya,57118320.0,4857.0,Perumahan,Buruk,tinggi,123757
"Jl. Semampir No. 11, Surabaya",Semampir,1665891.85,Lainnya,74774860.12,8939.4,Perumahan,Baik,rendah,172669
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1681679.08,Lainnya,69114522.27,7814.02,Industri,Baik,tinggi,75315
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1830497.71,Lainnya,35192190.41,3965.55,Industri,Baik,tinggi,75315
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,SHM,4179600.0,810.0,Industri,Baik,rendah,69938
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,SHM,55212000.0,10700.0,Industri,Baik,rendah,69938
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,HGB,9886560.0,1916.0,Industri,Buruk,tinggi,69938
"Jl. Krembangan No. 8, Surabaya",Krembangan,3902978.56,SHM,134244666.71,7226.77,Industri,Baik,rendah,109027
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,HGB,29475000.0,1048.0,Industri,Baik,tinggi,101259
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,SHM,35624175.0,1047.0,Komersial,Buruk,rendah,92014
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,5625000.0,HGB,104062500.0,3700.0,Komersial,Baik,rendah,123961
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,HGB,2478000.0,350.0,Perumahan,Baik,tinggi,188693
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,SHM,1840800.0,260.0,Perumahan,Baik,rendah,188693
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,Lainnya,23520000.0,2000.0,Perumahan,Baik,tinggi,123757
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,SHM,62119625.0,8633.0,Komersial,Baik,tinggi,144650
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,5262498.74,HGB,64093219.26,6027.88,Perumahan,Baik,rendah,56707
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2783632.42,HGB,126095407.06,8619.74,Perumahan,Baik,tinggi,75315
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,SHM,56584560.0,10966.0,Industri,Buruk,rendah,69938
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,3882095.39,Lainnya,28250773.0,1192.57,Perumahan,Baik,rendah,110557
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,SHM,3528000.0,300.0,Perumahan,Buruk,tinggi,214966
"Jl. Tandes No. 14, Surabaya",Tandes,1929428.08,SHM,42160574.97,4190.99,Komersial,Baik,rendah,87511
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,SHM,64490625.0,2293.0,Komersial,Baik,tinggi,144650
"Jl. Tandes No. 14, Surabaya",Tandes,1983661.02,HGB,93645845.61,8707.67,Komersial,Buruk,rendah,87511
"Jl. Tandes No. 14, Surabaya",Tandes,1967179.72,Lainnya,51376605.02,5290.78,Komersial,Baik,tinggi,87511
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4979305.8,HGB,63738569.99,6652.95,Perumahan,Baik,tinggi,56707
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2956983.42,HGB,27042985.95,1847.78,Perumahan,Baik,rendah,75315
"Jl. Simokerto No. 12, Surabaya",Simokerto,2595550.16,HGB,53990212.61,4282.82,Industri,Baik,tinggi,86897
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,HGB,12853125.0,457.0,Komersial,Buruk,tinggi,144650
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,HGB,28581000.0,840.0,Komersial,Buruk,rendah,92014
"Jl. Simokerto No. 12, Surabaya",Simokerto,2552733.56,Lainnya,106536769.55,8885.98,Perumahan,Buruk,rendah,86897
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3237989.21,HGB,137464107.08,8617.22,Industri,Buruk,rendah,61187
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,3094015.34,Lainnya,97701182.55,6658.38,Industri,Baik,rendah,75315
"Jl. Bubutan No. 2, Surabaya",Bubutan,4027727.33,SHM,112406366.77,5356.22,Komersial,Buruk,rendah,90646
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,Lainnya,65450175.0,2113.0,Komersial,Buruk,tinggi,52924
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,2963594.53,Lainnya,72272533.14,4712.95,Industri,Baik,rendah,75315
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,4346354.37,Lainnya,151719024.96,6965.48,Perumahan,Baik,rendah,110557
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,HGB,2967000.0,575.0,Komersial,Buruk,tinggi,59256
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,5625000.0,SHM,14765625.0,525.0,Komersial,Buruk,tinggi,123961
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,HGB,47040000.0,4000.0,Perumahan,Baik,tinggi,123757
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,Lainnya,4463400.0,865.0,Perumahan,Baik,rendah,63778
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,Lainnya,62119625.0,7575.0,Industri,Buruk,tinggi,101259
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,HGB,14062500.0,500.0,Industri,Baik,rendah,101259
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2642937.53,SHM,132142491.13,8655.95,Komersial,Baik,rendah,75315
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,Lainnya,84272160.0,7166.0,Perumahan,Baik,rendah,123757
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4461405.11,HGB,58048388.92,6546.79,Perumahan,Baik,tinggi,56707
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,Lainnya,3250800.0,630.0,Komersial,Buruk,rendah,59256
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,5625000.0,Lainnya,80156250.0,2850.0,Komersial,Baik,tinggi,123961
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,4049874.97,Lainnya,9133460.52,466.95,Perumahan,Buruk,tinggi,110557
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2786916.51,HGB,24359467.99,1818.91,Perumahan,Baik,rendah,75315
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2531706.5,HGB,93636579.41,7313.29,Industri,Baik,rendah,45547
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,SHM,47635000.0,1400.0,Komersial,Buruk,rendah,92014
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,Lainnya,58513350.0,6285.0,Perumahan,Buruk,rendah,181325
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,SHM,73125000.0,2600.0,Komersial,Buruk,tinggi,144650
"Jl. Semampir No. 11, Surabaya",Semampir,1940738.7,HGB,79514062.85,9091.24,Komersial,Buruk,tinggi,172669
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,Lainnya,6750000.0,240.0,Industri,Buruk,rendah,101259
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,Lainnya,10655400.0,344.0,Komersial,Baik,rendah,52924
"Jl. Semampir No. 11, Surabaya",Semampir,1733649.75,Lainnya,73841835.4,8305.59,Perumahan,Baik,tinggi,172669
"Jl. Jambangan No. 6, Surabaya",Jambangan,2464090.7,SHM,35038958.97,2856.08,Industri,Baik,tinggi,50470
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,Lainnya,45805200.0,3895.0,Perumahan,Buruk,tinggi,123757
"Jl. Tandes No. 14, Surabaya",Tandes,2076316.36,SHM,40647822.15,3877.45,Komersial,Buruk,rendah,87511
"Jl. Gayungan No. 5, Surabaya",Gayungan,3143347.15,HGB,76158201.05,4923.96,Komersial,Buruk,tinggi,41289
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4591489.26,HGB,56745414.82,9253.51,Perumahan,Buruk,tinggi,56707
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,Lainnya,42016030.0,4513.0,Perumahan,Baik,tinggi,181325
"Jl. Bulak No. 3, Surabaya",Bulak,1571827.11,SHM,45183910.97,6203.28,Perumahan,Buruk,tinggi,43764
"Jl. Krembangan No. 8, Surabaya",Krembangan,3514481.47,SHM,106995588.47,6135.73,Industri,Buruk,rendah,109027
"Jl. Gayungan No. 5, Surabaya",Gayungan,3107698.02,Lainnya,134279841.29,9710.93,Industri,Buruk,tinggi,41289
"Jl. Krembangan No. 8, Surabaya",Krembangan,3685223.49,SHM,157885427.51,8532.09,Industri,Baik,rendah,109027
"Jl. Bulak No. 3, Surabaya",Bulak,1575120.22,SHM,43741688.1,5924.31,Perumahan,Buruk,tinggi,43764
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,SHM,4128000.0,800.0,Perumahan,Baik,rendah,59256
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,2956298.86,HGB,22285252.91,1431.36,Komersial,Buruk,tinggi,61187
"Jl. Tandes No. 14, Surabaya",Tandes,1968633.4,Lainnya,52008876.99,5182.44,Komersial,Baik,tinggi,87511
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,Lainnya,28681080.0,4051.0,Perumahan,Baik,rendah,71605
"Jl. Krembangan No. 8, Surabaya",Krembangan,3492194.57,SHM,41582636.45,2379.16,Industri,Buruk,rendah,109027
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2850459.41,HGB,23223046.36,1734.01,Komersial,Baik,tinggi,75315
"Jl. Tandes No. 14, Surabaya",Tandes,2181848.09,SHM,30075862.17,3050.4,Industri,Buruk,tinggi,87511
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,Lainnya,19265625.0,685.0,Komersial,Baik,rendah,144650
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,Lainnya,624360.0,121.0,Komersial,Baik,rendah,59256
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2564052.06,HGB,83174376.06,6197.27,Industri,Baik,tinggi,45547
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,Lainnya,13797420.0,1482.0,Komersial,Buruk,tinggi,62482
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,SHM,2116800.0,180.0,Perumahan,Baik,rendah,214966
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4933149.67,SHM,64524773.31,9135.11,Industri,Buruk,rendah,56707
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,5625000.0,Lainnya,22781250.0,810.0,Komersial,Baik,rendah,123961
"Jl. Gayungan No. 5, Surabaya",Gayungan,3100571.37,HGB,72822103.5,4573.63,Komersial,Buruk,tinggi,41289
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,Lainnya,5908200.0,1145.0,Industri,Baik,tinggi,69938
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,SHM,9807840.0,834.0,Perumahan,Baik,rendah,214966
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,Lainnya,2504880.0,213.0,Perumahan,Buruk,tinggi,214966
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1437434.76,HGB,72452632.31,10497.28,Industri,Buruk,tinggi,86545
"Jl. Bubutan No. 2, Surabaya",Bubutan,3786891.63,HGB,60522882.47,3499.01,Perumahan,Buruk,rendah,90646
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,SHM,3186000.0,450.0,Perumahan,Baik,rendah,188693
"Jl. Simokerto No. 12, Surabaya",Simokerto,2617275.73,Lainnya,101905369.11,8884.04,Perumahan,Buruk,rendah,86897
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1794782.37,SHM,46713573.2,5599.84,Industri,Baik,tinggi,75315
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,Lainnya,19297425.0,623.0,Komersial,Baik,tinggi,52924
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,Lainnya,5805000.0,1125.0,Industri,Baik,tinggi,59256
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,SHM,22302000.0,3150.0,Perumahan,Baik,tinggi,188693
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,Lainnya,104252400.0,8865.0,Perumahan,Buruk,tinggi,123757
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,HGB,5064640.0,544.0,Perumahan,Baik,tinggi,181325
"Jl. Semampir No. 11, Surabaya",Semampir,1757670.65,HGB,80711724.67,9039.37,Komersial,Buruk,tinggi,172669
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,5307791.29,HGB,119340707.05,5280.71,Komersial,Baik,tinggi,56707
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1768862.77,Lainnya,75880951.92,7968.8,Industri,Baik,tinggi,75315
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,HGB,6501600.0,1260.0,Perumahan,Baik,tinggi,59256
"Jl. Tandes No. 14, Surabaya",Tandes,1881934.64,HGB,90106210.89,9488.29,Komersial,Buruk,rendah,87511
"Jl. Simokerto No. 12, Surabaya",Simokerto,2466783.05,Lainnya,71733616.38,6235.91,Industri,Baik,tinggi,86897
"Jl. Pakal No. 10, Surabaya",Pakal,1270762.9,Lainnya,44816373.79,7268.62,Industri,Buruk,tinggi,59971
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,HGB,117164880.0,9963.0,Perumahan,Baik,tinggi,123757
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,3061827.72,SHM,97659686.93,6077.29,Perumahan,Buruk,tinggi,75315
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,Lainnya,4248000.0,600.0,Perumahan,Buruk,rendah,71605
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,SHM,13394640.0,1139.0,Perumahan,Baik,rendah,214966
"Jl. Jambangan No. 6, Surabaya",Jambangan,2427290.64,HGB,29964837.19,2279.86,Komersial,Baik,rendah,50470
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,Lainnya,40837440.0,5768.0,Perumahan,Buruk,rendah,188693
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,SHM,44294250.0,1430.0,Komersial,Baik,tinggi,52924
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1739214.07,SHM,68925506.0,8763.55,Industri,Baik,tinggi,75315
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,HGB,70800000.0,10000.0,Komersial,Buruk,rendah,71605
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1383077.69,SHM,1988543.36,265.56,Industri,Buruk,rendah,86545
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,Lainnya,96154650.0,2826.0,Komersial,Buruk,rendah,92014
"Jl. Bulak No. 3, Surabaya",Bulak,1403907.51,Lainnya,30973985.38,4214.72,Perumahan,Buruk,tinggi,43764
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,HGB,7432320.0,632.0,Perumahan,Baik,rendah,123757
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,HGB,28125000.0,1000.0,Industri,Baik,rendah,101259
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,5050057.09,SHM,95061692.31,3635.04,Perumahan,Baik,rendah,56707
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3390698.34,SHM,32620242.97,1941.56,Komersial,Buruk,rendah,61187
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,5200982.4,SHM,59726730.81,10059.76,Industri,Buruk,tinggi,56707
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,SHM,3742750.0,110.0,Komersial,Buruk,tinggi,92014
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,5625000.0,HGB,23625000.0,840.0,Komersial,Baik,rendah,123961
"Jl. Bulak No. 3, Surabaya",Bulak,1418315.02,Lainnya,31392887.29,4640.75,Perumahan,Buruk,tinggi,43764
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,Lainnya,7157880.0,1011.0,Perumahan,Buruk,rendah,188693
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,Lainnya,7425000.0,264.0,Komersial,Buruk,rendah,144650
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2285404.09,HGB,94247998.91,7330.85,Industri,Baik,rendah,45547
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4928003.7,HGB,65556575.8,6241.94,Perumahan,Baik,rendah,56707
"Jl. Simokerto No. 12, Surabaya",Simokerto,2506008.03,HGB,46290281.05,3565.83,Industri,Baik,tinggi,86897
