Kecamatan,Luas Tanah (m²),Luas Bangunan (m²),Jumlah Lantai,Kondisi Properti,Kondisi Perabotan,Sertifikat,Daya Listrik (watt),Hook,NJOP (Rp/m²),Jenis Zona,Aksesibilitas,Tingkat Keamanan,Usia Bangunan (tahun),Nilai Jual Bangunan (Rp)
Krembangan,170,223,2,Bagus,Furnished,AJB,4400,Ya,223915,Campuran,Dekat Sekolah,5,10,49933045
Lakarsantri,208,198,1,Butuh Renovasi,Furnished,SHM,2200,Tidak,219397,Perumahan,Dekat Sekolah,5,26,43440606
Lakarsantri,565,44,1,Butuh Renovasi,Semi-Furnished,SHM,900,Tidak,201856,Campuran,Dekat Jalan Raya,3,2,8881664
Lakarsantri,167,220,3,Bagus,Semi-Furnished,HGB,4400,Tidak,222927,Komersial,Dekat Pusat Kota,4,16,49043940
Lakarsantri,408,472,1,Baru,Furnished,AJB,5500,Ya,228074,Perumahan,Dekat Pusat Kota,5,29,107650928
Lakarsantri,97,44,3,Baru,Unfurnished,SHM,1300,Ya,214438,Perumahan,Dekat Pusat Kota,3,11,9435272
Lakarsantri,261,204,1,Butuh Renovasi,Unfurnished,SHM,2200,Ya,218390,Komersial,Dekat Pusat Kota,5,23,44551560
Lakarsantri,474,410,3,Butuh Renovasi,Semi-Furnished,HGB,6600,Ya,220791,Campuran,Dekat Jalan Raya,5,27,90524310
Lakarsantri,590,611,3,Bagus,Furnished,AJB,6600,Ya,232817,Komersial,Dekat Jalan Raya,4,28,142251187
Lakarsantri,368,256,3,Butuh Renovasi,Furnished,HGB,3500,Ya,215118,Komersial,Dekat Sekolah,5,20,55070208
Lakarsantri,361,287,2,Baru,Furnished,AJB,3500,Ya,207253,Perumahan,Dekat Sekolah,4,14,59481611
Lakarsantri,299,108,1,Butuh Renovasi,Unfurnished,HGB,1300,Ya,222787,Campuran,Dekat Sekolah,4,15,24060996
Lakarsantri,431,73,3,Butuh Renovasi,Furnished,AJB,1300,Ya,202240,Perumahan,Dekat Pusat Kota,4,4,14763520
Lakarsantri,123,195,1,Bagus,Semi-Furnished,SHM,2200,Tidak,240329,Campuran,Dekat Pusat Kota,5,26,46864155
Lakarsantri,528,91,1,Butuh Renovasi,Unfurnished,AJB,1300,Tidak,227836,Komersial,Dekat Pusat Kota,3,19,20733076
Lakarsantri,337,53,1,Bagus,Semi-Furnished,SHM,900,Tidak,220653,Komersial,Dekat Pusat Kota,2,5,11694609
Lakarsantri,285,114,2,Bagus,Unfurnished,HGB,2200,Tidak,215086,Campuran,Dekat Jalan Raya,3,18,24519804
Lakarsantri,49,51,3,Baru,Furnished,AJB,900,Ya,228959,Perumahan,Dekat Pusat Kota,4,24,11676909
Lakarsantri,473,406,2,Bagus,Unfurnished,AJB,6600,Ya,213133,Komersial,Dekat Pusat Kota,4,4,86531998
Lakarsantri,196,62,2,Bagus,Semi-Furnished,HGB,900,Tidak,219808,Perumahan,Dekat Jalan Raya,3,2,13628096
Lakarsantri,513,291,2,Butuh Renovasi,Semi-Furnished,AJB,3500,Tidak,228185,Campuran,Dekat Pusat Kota,4,26,66401835
Lakarsantri,55,96,3,Bagus,Semi-Furnished,HGB,1300,Ya,223646,Komersial,Dekat Jalan Raya,5,0,21470016
Lakarsantri,145,91,3,Butuh Renovasi,Semi-Furnished,SHM,900,Ya,224035,Perumahan,Dekat Jalan Raya,5,25,20387185
Lakarsantri,320,183,1,Bagus,Furnished,AJB,2200,Ya,226102,Campuran,Dekat Jalan Raya,5,27,41376666
Lakarsantri,233,206,2,Bagus,Unfurnished,AJB,2200,Ya,204221,Perumahan,Dekat Jalan Raya,5,5,42069526
Lakarsantri,484,73,3,Bagus,Semi-Furnished,AJB,900,Ya,207018,Campuran,Dekat Sekolah,4,14,15112314
Lakarsantri,129,52,1,Baru,Unfurnished,AJB,1300,Ya,210819,Campuran,Dekat Pusat Kota,3,1,10962588
Lakarsantri,181,252,2,Butuh Renovasi,Unfurnished,AJB,2200,Ya,213846,Campuran,Dekat Pusat Kota,4,28,53889192
Lakarsantri,99,198,1,Butuh Renovasi,Furnished,AJB,2200,Tidak,230488,Campuran,Dekat Jalan Raya,5,2,45636624
Lakarsantri,43,88,1,Baru,Semi-Furnished,SHM,900,Tidak,222850,Campuran,Dekat Sekolah,4,16,19610800
Lakarsantri,351,199,1,Bagus,Furnished,HGB,1300,Ya,244589,Campuran,Dekat Jalan Raya,5,24,48673211
Lakarsantri,354,211,2,Bagus,Unfurnished,AJB,2200,Ya,226075,Campuran,Dekat Jalan Raya,4,23,47701825
Lakarsantri,575,150,2,Butuh Renovasi,Unfurnished,HGB,2200,Ya,206323,Campuran,Dekat Pusat Kota,5,11,30948450
Mulyorejo,75,113,2,Bagus,Semi-Furnished,SHM,2200,Ya,253101,Perumahan,Dekat Sekolah,5,17,28600413
Mulyorejo,341,240,3,Baru,Unfurnished,HGB,3500,Ya,261129,Campuran,Dekat Jalan Raya,4,14,62670960
Mulyorejo,373,238,1,Baru,Semi-Furnished,AJB,2200,Ya,229291,Campuran,Dekat Sekolah,5,11,54571258
Mulyorejo,520,392,1,Bagus,Semi-Furnished,SHM,3500,Tidak,243869,Komersial,Dekat Pusat Kota,5,15,95596648
Mulyorejo,498,290,2,Bagus,Unfurnished,HGB,4400,Ya,229465,Perumahan,Dekat Pusat Kota,5,26,66544850
Mulyorejo,63,157,2,Bagus,Furnished,AJB,2200,Tidak,241162,Campuran,Dekat Jalan Raya,5,7,37862434
Mulyorejo,443,513,2,Butuh Renovasi,Furnished,AJB,5500,Ya,254947,Campuran,Dekat Pusat Kota,5,27,130787811
Mulyorejo,140,181,3,Bagus,Furnished,SHM,1300,Tidak,235035,Perumahan,Dekat Pusat Kota,5,13,42541335
Mulyorejo,145,66,1,Butuh Renovasi,Semi-Furnished,AJB,900,Tidak,229721,Campuran,Dekat Sekolah,4,24,15161586
Mulyorejo,458,298,2,Baru,Furnished,HGB,3500,Tidak,233612,Komersial,Dekat Jalan Raya,5,16,69616376
Mulyorejo,184,47,3,Baru,Semi-Furnished,HGB,1300,Tidak,249636,Campuran,Dekat Sekolah,4,28,11732892
Mulyorejo,213,219,2,Bagus,Unfurnished,AJB,2200,Ya,247058,Campuran,Dekat Pusat Kota,5,20,54105702
Mulyorejo,405,223,2,Bagus,Semi-Furnished,SHM,3500,Ya,263450,Campuran,Dekat Jalan Raya,4,7,58749350
Mulyorejo,405,353,1,Bagus,Furnished,AJB,4400,Tidak,270571,Komersial,Dekat Jalan Raya,5,14,95511563
Mulyorejo,244,193,2,Bagus,Unfurnished,SHM,2200,Tidak,252803,Campuran,Dekat Jalan Raya,5,26,48790979
Mulyorejo,125,174,3,Butuh Renovasi,Semi-Furnished,HGB,2200,Tidak,262950,Perumahan,Dekat Pusat Kota,4,13,45753300
Mulyorejo,314,294,1,Bagus,Unfurnished,AJB,3500,Ya,271448,Komersial,Dekat Pusat Kota,4,17,79805712
Mulyorejo,546,350,1,Baru,Semi-Furnished,HGB,4400,Tidak,270889,Perumahan,Dekat Jalan Raya,5,19,94811150
Mulyorejo,88,51,1,Butuh Renovasi,Semi-Furnished,HGB,1300,Tidak,241286,Perumahan,Dekat Jalan Raya,2,6,12305586
Mulyorejo,147,74,3,Butuh Renovasi,Semi-Furnished,HGB,1300,Tidak,217951,Komersial,Dekat Jalan Raya,4,2,16128374
Mulyorejo,424,78,2,Baru,Unfurnished,SHM,1300,Tidak,217588,Campuran,Dekat Sekolah,5,28,16971864
Mulyorejo,508,77,3,Butuh Renovasi,Unfurnished,HGB,1300,Tidak,232466,Campuran,Dekat Sekolah,5,11,17899882
Mulyorejo,581,191,3,Bagus,Semi-Furnished,HGB,2200,Tidak,219721,Perumahan,Dekat Sekolah,5,20,41966711
Mulyorejo,71,102,1,Bagus,Furnished,HGB,1300,Ya,216242,Campuran,Dekat Sekolah,3,23,22056684
Mulyorejo,600,496,3,Baru,Semi-Furnished,AJB,5500,Tidak,263410,Komersial,Dekat Pusat Kota,4,27,130651360
Mulyorejo,448,181,1,Bagus,Semi-Furnished,SHM,1300,Tidak,265946,Campuran,Dekat Sekolah,4,25,48136226
Mulyorejo,318,240,2,Bagus,Furnished,SHM,3500,Tidak,260500,Komersial,Dekat Sekolah,4,2,62520000
Mulyorejo,442,138,2,Butuh Renovasi,Unfurnished,HGB,2200,Tidak,218553,Komersial,Dekat Sekolah,5,19,30160314
Mulyorejo,196,174,2,Bagus,Unfurnished,AJB,2200,Ya,229065,Perumahan,Dekat Sekolah,5,13,39857310
Mulyorejo,445,488,2,Baru,Furnished,AJB,6600,Ya,265098,Campuran,Dekat Jalan Raya,5,14,129367824
Mulyorejo,59,78,3,Baru,Unfurnished,HGB,1300,Ya,230900,Campuran,Dekat Pusat Kota,4,24,18010200
Mulyorejo,179,262,3,Bagus,Semi-Furnished,HGB,3500,Ya,243817,Campuran,Dekat Jalan Raya,4,29,63880054
Pabean Cantikan,366,328,1,Baru,Unfurnished,HGB,4400,Tidak,216052,Campuran,Dekat Sekolah,5,13,70865056
Pabean Cantikan,174,115,2,Bagus,Semi-Furnished,SHM,1300,Tidak,168303,Komersial,Dekat Sekolah,5,6,19354845
Pabean Cantikan,561,600,1,Butuh Renovasi,Semi-Furnished,AJB,4400,Ya,199218,Komersial,Dekat Sekolah,4,16,119530800
Pabean Cantikan,445,209,1,Bagus,Semi-Furnished,SHM,2200,Ya,181385,Komersial,Dekat Sekolah,4,29,37909465
Pabean Cantikan,482,268,2,Baru,Furnished,AJB,2200,Ya,176682,Komersial,Dekat Pusat Kota,4,11,47350776
Pabean Cantikan,295,213,2,Butuh Renovasi,Furnished,AJB,4400,Tidak,189754,Campuran,Dekat Pusat Kota,4,19,40417602
Pabean Cantikan,555,284,1,Bagus,Furnished,HGB,3500,Tidak,209582,Perumahan,Dekat Sekolah,5,3,59521288
Pabean Cantikan,237,297,2,Baru,Unfurnished,AJB,3500,Ya,191900,Campuran,Dekat Pusat Kota,5,8,56994300
Pabean Cantikan,219,190,1,Butuh Renovasi,Furnished,HGB,2200,Ya,176300,Campuran,Dekat Jalan Raya,5,5,33497000
Pabean Cantikan,382,66,1,Bagus,Unfurnished,HGB,1300,Tidak,190470,Campuran,Dekat Jalan Raya,1,15,12571020
Pabean Cantikan,155,245,3,Butuh Renovasi,Furnished,SHM,2200,Ya,209860,Perumahan,Dekat Jalan Raya,5,24,51415700
Pabean Cantikan,160,125,2,Butuh Renovasi,Unfurnished,HGB,2200,Ya,182505,Perumahan,Dekat Jalan Raya,3,27,22813125
Pabean Cantikan,497,273,3,Butuh Renovasi,Unfurnished,AJB,2200,Ya,177863,Perumahan,Dekat Sekolah,4,30,48556599
Pabean Cantikan,522,373,3,Bagus,Semi-Furnished,AJB,2200,Tidak,200631,Perumahan,Dekat Jalan Raya,4,21,74835363
Pabean Cantikan,598,690,3,Baru,Semi-Furnished,HGB,4400,Tidak,227958,Komersial,Dekat Sekolah,4,21,157291020
Pabean Cantikan,488,229,1,Baru,Unfurnished,AJB,2200,Ya,173595,Campuran,Dekat Sekolah,5,20,39753255
Pabean Cantikan,525,432,3,Butuh Renovasi,Unfurnished,AJB,6600,Tidak,201780,Komersial,Dekat Pusat Kota,5,20,87168960
Pabean Cantikan,535,348,2,Butuh Renovasi,Semi-Furnished,AJB,4400,Tidak,210077,Komersial,Dekat Sekolah,4,1,73106796
Pabean Cantikan,273,47,2,Butuh Renovasi,Unfurnished,AJB,1300,Ya,188390,Campuran,Dekat Sekolah,1,23,8854330
Pabean Cantikan,516,527,2,Baru,Furnished,SHM,4400,Ya,191056,Perumahan,Dekat Jalan Raya,4,7,100686512
Pabean Cantikan,200,250,1,Baru,Unfurnished,SHM,3500,Tidak,198324,Perumahan,Dekat Jalan Raya,5,10,49581000
Pabean Cantikan,355,361,1,Butuh Renovasi,Unfurnished,AJB,3500,Tidak,189735,Komersial,Dekat Sekolah,4,12,68494335
Pabean Cantikan,455,266,2,Baru,Unfurnished,HGB,4400,Ya,193518,Campuran,Dekat Pusat Kota,5,16,51475788
Pabean Cantikan,439,62,3,Butuh Renovasi,Semi-Furnished,SHM,1300,Tidak,175750,Komersial,Dekat Pusat Kota,3,7,10896500
Pabean Cantikan,140,220,1,Butuh Renovasi,Semi-Furnished,AJB,3500,Tidak,208009,Perumahan,Dekat Sekolah,4,20,45761980
Pabean Cantikan,539,602,1,Bagus,Furnished,HGB,6600,Ya,230702,Campuran,Dekat Jalan Raya,4,17,138882604
Pabean Cantikan,69,50,2,Baru,Furnished,SHM,1300,Ya,184530,Perumahan,Dekat Sekolah,3,29,9226500
Pabean Cantikan,78,102,3,Butuh Renovasi,Unfurnished,SHM,1300,Ya,175887,Komersial,Dekat Pusat Kota,5,17,17940474
Pabean Cantikan,495,399,2,Baru,Semi-Furnished,HGB,2200,Ya,181903,Komersial,Dekat Pusat Kota,4,13,72579297
Pabean Cantikan,597,278,2,Butuh Renovasi,Unfurnished,HGB,2200,Ya,209106,Perumahan,Dekat Sekolah,4,14,58131468
Pabean Cantikan,236,89,2,Butuh Renovasi,Unfurnished,SHM,1300,Ya,189835,Komersial,Dekat Jalan Raya,4,30,16895315
Pabean Cantikan,555,154,2,Butuh Renovasi,Semi-Furnished,SHM,1300,Ya,196921,Campuran,Dekat Sekolah,4,5,30325834
Pakal,398,347,3,Butuh Renovasi,Unfurnished,SHM,3500,Ya,149011,Komersial,Dekat Jalan Raya,5,10,51706817
Pakal,388,168,3,Baru,Unfurnished,HGB,2200,Tidak,133620,Campuran,Dekat Jalan Raya,4,12,22448160
Pakal,262,49,3,Baru,Semi-Furnished,HGB,1300,Tidak,130462,Komersial,Dekat Pusat Kota,4,24,6392638
Pakal,514,534,1,Baru,Unfurnished,SHM,4400,Tidak,173495,Campuran,Dekat Sekolah,5,0,92646330
Pakal,280,68,3,Baru,Semi-Furnished,HGB,900,Ya,149810,Campuran,Dekat Sekolah,4,27,10187080
Pakal,479,300,3,Bagus,Unfurnished,AJB,4400,Tidak,158364,Perumahan,Dekat Sekolah,5,5,47509200
Pakal,213,170,1,Baru,Furnished,SHM,2200,Ya,145191,Komersial,Dekat Pusat Kota,5,8,24682470
Pakal,487,536,3,Butuh Renovasi,Furnished,HGB,4400,Ya,154278,Campuran,Dekat Pusat Kota,5,7,82693008
Pakal,133,43,3,Bagus,Semi-Furnished,AJB,1300,Tidak,133126,Campuran,Dekat Jalan Raya,3,10,5724418
Pakal,359,417,2,Bagus,Unfurnished,AJB,5500,Tidak,159249,Perumahan,Dekat Pusat Kota,5,21,66406833
Pakal,389,83,2,Bagus,Furnished,SHM,900,Ya,139335,Campuran,Dekat Jalan Raya,4,18,11564805
Pakal,349,311,2,Butuh Renovasi,Furnished,SHM,3500,Ya,163716,Campuran,Dekat Jalan Raya,4,23,50915676
Pakal,230,168,2,Butuh Renovasi,Semi-Furnished,SHM,2200,Tidak,138305,Komersial,Dekat Pusat Kota,5,8,23235240
Pakal,230,262,3,Butuh Renovasi,Furnished,SHM,4400,Tidak,158743,Perumahan,Dekat Jalan Raya,5,16,41590666
Pakal,190,178,3,Bagus,Furnished,HGB,2200,Tidak,162115,Komersial,Dekat Sekolah,5,11,28856470
Pakal,345,68,1,Bagus,Semi-Furnished,SHM,1300,Tidak,150867,Komersial,Dekat Pusat Kota,3,24,10258956
Pakal,283,73,1,Bagus,Semi-Furnished,HGB,1300,Ya,140565,Komersial,Dekat Sekolah,2,13,10261245
Pakal,216,219,3,Bagus,Unfurnished,SHM,2200,Ya,139257,Perumahan,Dekat Jalan Raya,5,14,30497283
Pakal,151,80,2,Baru,Semi-Furnished,SHM,900,Tidak,154090,Komersial,Dekat Pusat Kota,3,15,12327200
Pakal,546,273,1,Baru,Unfurnished,AJB,4400,Tidak,153888,Perumahan,Dekat Jalan Raya,5,21,42011424
Pakal,290,76,3,Bagus,Furnished,AJB,1300,Ya,142808,Campuran,Dekat Sekolah,4,21,10853408
Pakal,395,440,3,Baru,Semi-Furnished,SHM,4400,Ya,168782,Campuran,Dekat Pusat Kota,5,27,74264080
Pakal,494,506,1,Bagus,Furnished,AJB,5500,Ya,167554,Komersial,Dekat Jalan Raya,5,19,84782324
Pakal,178,170,1,Baru,Unfurnished,SHM,1300,Ya,156707,Komersial,Dekat Jalan Raya,5,0,26640190
Pakal,151,110,1,Baru,Semi-Furnished,HGB,1300,Tidak,139650,Perumahan,Dekat Pusat Kota,4,9,15361500
Pakal,560,320,2,Butuh Renovasi,Furnished,SHM,4400,Ya,140015,Perumahan,Dekat Jalan Raya,5,7,44804800
Pakal,148,57,1,Butuh Renovasi,Unfurnished,HGB,900,Ya,136682,Perumahan,Dekat Jalan Raya,2,17,7790874
Pakal,386,310,2,Bagus,Semi-Furnished,HGB,4400,Tidak,161762,Campuran,Dekat Sekolah,5,27,50146220
Pakal,173,172,1,Butuh Renovasi,Furnished,HGB,1300,Ya,154503,Perumahan,Dekat Sekolah,5,0,26574516
Pakal,370,449,1,Butuh Renovasi,Unfurnished,HGB,4400,Tidak,148833,Campuran,Dekat Sekolah,5,1,66826017
Pakal,394,191,1,Butuh Renovasi,Unfurnished,AJB,2200,Tidak,153950,Komersial,Dekat Jalan Raya,5,0,29404450
Pakal,575,481,1,Baru,Semi-Furnished,SHM,4400,Ya,160781,Komersial,Dekat Jalan Raya,5,0,77335661
Rungkut,266,257,2,Butuh Renovasi,Furnished,HGB,3500,Ya,230616,Campuran,Dekat Jalan Raya,5,8,59268312
Rungkut,316,71,3,Baru,Unfurnished,HGB,900,Tidak,191436,Perumahan,Dekat Jalan Raya,4,12,13591956
Rungkut,465,395,1,Butuh Renovasi,Furnished,HGB,3500,Tidak,232917,Campuran,Dekat Pusat Kota,4,29,92002215
Rungkut,119,78,3,Baru,Unfurnished,AJB,900,Tidak,204535,Komersial,Dekat Jalan Raya,5,0,15953730
Rungkut,448,503,3,Bagus,Furnished,HGB,5500,Tidak,209798,Campuran,Dekat Pusat Kota,5,12,105528394
Rungkut,269,158,3,Butuh Renovasi,Semi-Furnished,HGB,2200,Ya,220011,Komersial,Dekat Pusat Kota,5,19,34761738
Rungkut,204,65,1,Butuh Renovasi,Furnished,SHM,1300,Ya,195040,Komersial,Dekat Pusat Kota,2,25,12677600
Rungkut,161,117,2,Butuh Renovasi,Semi-Furnished,AJB,2200,Tidak,196543,Perumahan,Dekat Sekolah,5,21,22995531
Rungkut,598,380,1,Baru,Furnished,SHM,4400,Tidak,217060,Perumahan,Dekat Sekolah,5,6,82482800
Rungkut,203,202,1,Butuh Renovasi,Semi-Furnished,AJB,2200,Ya,193681,Campuran,Dekat Sekolah,5,1,39123562
Rungkut,496,373,3,Baru,Semi-Furnished,SHM,4400,Tidak,227703,Komersial,Dekat Jalan Raya,4,5,84933219
Rungkut,321,332,2,Baru,Unfurnished,HGB,4400,Tidak,216009,Komersial,Dekat Sekolah,4,6,71714988
Rungkut,44,53,3,Bagus,Furnished,AJB,900,Tidak,212625,Perumahan,Dekat Jalan Raya,4,25,11269125
Rungkut,557,415,3,Baru,Semi-Furnished,SHM,5500,Tidak,244548,Campuran,Dekat Pusat Kota,5,13,101487420
Rungkut,397,321,1,Baru,Semi-Furnished,AJB,2200,Ya,224716,Campuran,Dekat Pusat Kota,5,25,72133836
Rungkut,111,140,1,Bagus,Furnished,AJB,2200,Ya,214825,Komersial,Dekat Sekolah,4,17,30075500
Rungkut,119,154,3,Bagus,Semi-Furnished,AJB,1300,Tidak,201234,Perumahan,Dekat Pusat Kota,5,14,30990036
Rungkut,204,96,1,Baru,Unfurnished,SHM,1300,Tidak,189879,Campuran,Dekat Sekolah,5,1,18228384
Rungkut,272,248,2,Butuh Renovasi,Semi-Furnished,HGB,3500,Ya,197209,Campuran,Dekat Jalan Raya,5,9,48907832
Rungkut,122,150,1,Baru,Furnished,SHM,2200,Ya,192897,Komersial,Dekat Sekolah,5,22,28934550
Rungkut,416,402,1,Butuh Renovasi,Semi-Furnished,AJB,4400,Ya,237195,Perumahan,Dekat Pusat Kota,5,11,95352390
Rungkut,468,198,1,Bagus,Unfurnished,AJB,1300,Tidak,210112,Komersial,Dekat Pusat Kota,5,16,41602176
Rungkut,118,32,1,Baru,Furnished,AJB,900,Tidak,208550,Perumahan,Dekat Jalan Raya,2,7,6673600
Rungkut,78,131,3,Bagus,Semi-Furnished,HGB,1300,Tidak,204191,Perumahan,Dekat Sekolah,5,10,26749021
Rungkut,231,321,2,Butuh Renovasi,Unfurnished,AJB,3500,Ya,231844,Komersial,Dekat Pusat Kota,5,28,74421924
Rungkut,81,146,2,Baru,Semi-Furnished,AJB,1300,Ya,190053,Campuran,Dekat Sekolah,5,2,27747738
Rungkut,594,692,2,Bagus,Unfurnished,AJB,5500,Tidak,259495,Perumahan,Dekat Sekolah,5,26,179570540
Rungkut,275,74,3,Baru,Semi-Furnished,HGB,1300,Tidak,205232,Komersial,Dekat Jalan Raya,4,5,15187168
Rungkut,104,71,3,Butuh Renovasi,Unfurnished,SHM,1300,Tidak,190436,Komersial,Dekat Jalan Raya,2,8,13520956
Rungkut,426,207,1,Bagus,Furnished,SHM,3500,Tidak,233024,Komersial,Dekat Jalan Raya,5,5,48235968
Rungkut,298,282,3,Baru,Unfurnished,SHM,4400,Ya,199312,Campuran,Dekat Pusat Kota,5,8,56205984
Rungkut,547,343,3,Baru,Unfurnished,AJB,3500,Ya,220483,Campuran,Dekat Jalan Raya,5,6,75625669
Sambikerep,208,249,3,Bagus,Semi-Furnished,HGB,4400,Tidak,200002,Perumahan,Dekat Sekolah,5,30,49800498
Sambikerep,530,444,1,Baru,Semi-Furnished,HGB,5500,Tidak,202551,Campuran,Dekat Sekolah,4,8,89932644
Sambikerep,341,102,3,Baru,Furnished,HGB,1300,Ya,205897,Campuran,Dekat Pusat Kota,5,17,21001494
Sambikerep,288,158,1,Baru,Furnished,HGB,2200,Tidak,194865,Campuran,Dekat Sekolah,5,11,30788670
Sambikerep,500,472,2,Baru,Unfurnished,SHM,5500,Tidak,214630,Perumahan,Dekat Sekolah,5,7,101305360
Sambikerep,268,244,2,Butuh Renovasi,Furnished,SHM,4400,Tidak,218474,Campuran,Dekat Pusat Kota,5,7,53307656
Sambikerep,358,415,1,Bagus,Semi-Furnished,AJB,4400,Tidak,213956,Perumahan,Dekat Jalan Raya,4,17,88791740
Sambikerep,461,250,1,Butuh Renovasi,Unfurnished,SHM,4400,Ya,213753,Perumahan,Dekat Jalan Raya,5,27,53438250
Sambikerep,88,186,1,Bagus,Semi-Furnished,HGB,1300,Ya,219368,Komersial,Dekat Sekolah,5,29,40802448
Sambikerep,274,300,1,Bagus,Semi-Furnished,HGB,2200,Ya,207315,Perumahan,Dekat Pusat Kota,5,19,62194500
Sambikerep,533,552,2,Baru,Unfurnished,SHM,4400,Ya,228901,Komersial,Dekat Jalan Raya,5,29,126353352
Sambikerep,79,145,3,Bagus,Furnished,AJB,1300,Ya,217289,Campuran,Dekat Sekolah,4,14,31506905
Sambikerep,168,182,1,Baru,Unfurnished,HGB,1300,Ya,202768,Perumahan,Dekat Jalan Raya,3,26,36903776
Sambikerep,284,236,2,Butuh Renovasi,Furnished,AJB,3500,Ya,191641,Campuran,Dekat Pusat Kota,5,30,45227276
Sambikerep,159,183,2,Baru,Unfurnished,AJB,2200,Tidak,214788,Komersial,Dekat Pusat Kota,5,6,39306204
Sambikerep,441,226,2,Baru,Furnished,SHM,2200,Ya,213414,Perumahan,Dekat Pusat Kota,5,10,48231564
Sambikerep,55,83,3,Baru,Unfurnished,SHM,900,Tidak,193144,Komersial,Dekat Pusat Kota,4,19,16030952
Sambikerep,92,82,2,Bagus,Furnished,HGB,1300,Tidak,209462,Komersial,Dekat Pusat Kota,4,15,17175884
Sambikerep,394,423,1,Baru,Semi-Furnished,AJB,5500,Ya,228070,Perumahan,Dekat Jalan Raya,5,3,96473610
Sambikerep,525,101,2,Baru,Semi-Furnished,AJB,1300,Tidak,211627,Campuran,Dekat Pusat Kota,5,5,21374327
Sambikerep,461,39,1,Baru,Semi-Furnished,SHM,1300,Ya,198033,Campuran,Dekat Sekolah,3,25,7723287
Sambikerep,333,104,1,Butuh Renovasi,Furnished,AJB,2200,Ya,207926,Komersial,Dekat Jalan Raya,5,21,21624304
Sambikerep,286,375,2,Bagus,Unfurnished,HGB,3500,Ya,195575,Campuran,Dekat Sekolah,5,25,73340625
Sambikerep,69,100,3,Baru,Semi-Furnished,SHM,1300,Ya,178855,Campuran,Dekat Sekolah,4,30,17885500
Sambikerep,542,34,1,Butuh Renovasi,Unfurnished,HGB,900,Tidak,210814,Campuran,Dekat Jalan Raya,1,2,7167676
Sambikerep,306,214,2,Baru,Unfurnished,SHM,2200,Ya,210049,Perumahan,Dekat Pusat Kota,4,30,44950486
Sambikerep,554,106,2,Butuh Renovasi,Semi-Furnished,AJB,1300,Tidak,179123,Campuran,Dekat Pusat Kota,4,8,18987038
Sambikerep,124,152,1,Baru,Furnished,HGB,2200,Tidak,216079,Komersial,Dekat Pusat Kota,4,27,32844008
Sambikerep,376,284,2,Bagus,Semi-Furnished,SHM,4400,Tidak,188006,Campuran,Dekat Pusat Kota,4,9,53393704
Sambikerep,211,37,2,Baru,Semi-Furnished,HGB,900,Tidak,198668,Perumahan,Dekat Pusat Kota,2,13,7350716
Sambikerep,355,184,1,Bagus,Semi-Furnished,AJB,2200,Ya,195656,Komersial,Dekat Jalan Raya,5,10,36000704
Sambikerep,536,387,1,Baru,Furnished,AJB,3500,Ya,206986,Komersial,Dekat Pusat Kota,5,17,80103582
Sawahan,277,333,1,Baru,Semi-Furnished,SHM,3500,Ya,218651,Campuran,Dekat Sekolah,5,21,72810783
Sawahan,78,33,3,Bagus,Unfurnished,AJB,900,Ya,238101,Campuran,Dekat Jalan Raya,4,11,7857333
Sawahan,313,188,3,Bagus,Unfurnished,HGB,2200,Tidak,241672,Komersial,Dekat Sekolah,4,22,45434336
Sawahan,456,235,2,Baru,Semi-Furnished,SHM,4400,Ya,246186,Komersial,Dekat Pusat Kota,5,11,57853710
Sawahan,418,103,1,Butuh Renovasi,Furnished,AJB,2200,Tidak,232925,Perumahan,Dekat Sekolah,3,12,23991275
Sawahan,52,41,1,Baru,Unfurnished,HGB,1300,Ya,224518,Perumahan,Dekat Sekolah,2,24,9205238
Sawahan,448,403,2,Butuh Renovasi,Unfurnished,SHM,4400,Ya,249910,Perumahan,Dekat Pusat Kota,5,12,100713730
Sawahan,197,280,3,Bagus,Unfurnished,HGB,3500,Tidak,225428,Campuran,Dekat Jalan Raya,5,18,63119840
Sawahan,559,117,2,Bagus,Unfurnished,AJB,2200,Tidak,246071,Perumahan,Dekat Jalan Raya,5,25,28790307
Sawahan,78,101,3,Bagus,Unfurnished,HGB,2200,Tidak,219431,Komersial,Dekat Sekolah,3,18,22162531
Sawahan,179,213,2,Bagus,Furnished,SHM,2200,Tidak,221864,Perumahan,Dekat Pusat Kota,4,22,47257032
Sawahan,185,30,1,Baru,Semi-Furnished,HGB,1300,Ya,211670,Komersial,Dekat Sekolah,3,13,6350100
Sawahan,447,41,3,Butuh Renovasi,Semi-Furnished,AJB,1300,Tidak,203270,Perumahan,Dekat Pusat Kota,2,3,8334070
Sawahan,186,161,3,Bagus,Furnished,HGB,1300,Ya,241583,Campuran,Dekat Pusat Kota,5,12,38894863
Sawahan,65,158,1,Butuh Renovasi,Furnished,AJB,2200,Tidak,245603,Campuran,Dekat Jalan Raya,5,7,38805274
Sawahan,52,100,1,Baru,Semi-Furnished,AJB,2200,Tidak,235412,Komersial,Dekat Sekolah,4,28,23541200
Sawahan,513,205,3,Bagus,Semi-Furnished,SHM,2200,Tidak,246321,Campuran,Dekat Pusat Kota,5,22,50495805
